"순번","품
목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"35","냉장갈치","오이타현","2016-02-03","1,275","불검출","불검출","적합"
"36","냉장돔 황돔(
)","나가사키현","2016-02-03","375","불검출","불검출","적합"
"37","냉장병어","와카야마현","2016-02-03","912","불검출","불검출","적합"
"38","냉장돔 황돔(
)","야마구치현","2016-02-03","427","불검출","불검출","적합"
"39","냉장홍어","야마구치현","2016-02-03","130","불검출","불검출","적합"
"40","활가리비","홋카이도","2016-02-03","5,580","불검출","불검출","적합"
"41","활우렁쉥이","홋카이도","2016-02-03","8,970","불검출","불검출","적합"
"42","활방어","에히메현","2016-02-03","1,275","불검출","불검출","적합"
"43","활우렁쉥이","홋카이도","2016-02-03","5,590","불검출","불검출","적합"
"44","활우렁쉥이","홋카이도","2016-02-03","2,410","불검출","불검출","적합"
"45","냉장명태","홋카이도","2016-02-03","7,500","불검출","불검출","적합"
"46","냉장갈치","후쿠오카현","2016-02-03","1,224","불검출","불검출","적합"
"47","냉장가오리","야마구치현","2016-02-03","100","불검출","불검출","적합"
"48","활꼬막 새꼬막
(
)","후쿠오카현","2016-02-03","2,200","불검출","불검출","적합"
"49","냉장명태","홋카이도","2016-02-03","3,040","불검출","불검출","적합"
"50","냉장홍어","홋카이도","2016-02-03","4,700","불검출","불검출","적합"
