"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"합계","","136","","504,060","","",""
"1","기타어육가공품","훗카이도","2015-11-11","153.9","불검출","불검출","적합"
"2","수산물가공품","훗카이도","2015-11-16","148.2","불검출","불검출","적합"
"3","가공소금","사이타마현","2015-11-02","10","불검출","불검출","적합"
"4","청주","돗토리현","2016-01-13","540","불검출","불검출","적합"
"5","청주","돗토리현","2016-01-13","248.4","불검출","불검출","적합"
"6","청주","돗토리현","2016-01-13","64.8","불검출","불검출","적합"
"7","청주","야마가타현","2015-12-21","43.2","불검출","불검출","적합"
"8","청주","야마가타현","2015-12-26","86.4","불검출","불검출","적합"
"9","청주","시즈오카현","2015-12-19","43.2","불검출","불검출","적합"
"10","청주","와카야마현","2016-01-08","43.2","불검출","불검출","적합"
"11","청주","도쿠시마현","2016-01-08","60.48","불검출","불검출","적합"
"12","청주","오카야마현","2016-01-06","43.2","불검출","불검출","적합"
"13","소주","미야자키현","2015-11-27","51.84","불검출","불검출","적합"
