"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"합계","","203","","464,731","","",""
"1","혼합제제","효고현","2016-01-06","70","불검출","불검출","적합"
"2","볶은커피","사이타마현","2015-12-11","105","불검출","불검출","적합"
"3","볶은커피","사이타마현","2015-12-11","90","불검출","불검출","적합"
"4","볶은커피","가나가와현","2016-01-12","2,340","불검출","불검출","적합"
"5","볶은커피","효고현","2016-01-07","5,922","불검출","불검출","적합"
"6","볶은커피","효고현","2016-01-07","1,430","불검출","불검출","적합"
"7","비트레드","오사카부","2015-12-03","102","불검출","불검출","적합"
"8","곡류가공품","효고현","2015-10-29","200","불검출","불검출","적합"
"9","혼합제제","효고현","2016-01-18","17","불검출","불검출","적합"
"10","혼합제제","효고현","2016-01-18","17","불검출","불검출","적합"
"11","혼합제제","효고현","2016-01-18","10","불검출","불검출","적합"
"12","혼합제제","효고현","2016-01-15","17","불검출","불검출","적합"
"13","청주","사가현","2015-12-14","86.4","불검출","불검출","적합"
