"순번","품
목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"합계","건48","-","-","150,449","-","-","-"
"1","활방어","에히메현","2016-02-04","2,262","불검출","불검출","적합"
"2","활방어","에히메현","2016-02-04","4,434","불검출","불검출","적합"
"3","활가리비","홋카이도","2016-02-04","6,775","불검출","불검출","적합"
"4","활문어","홋카이도","2016-02-04","2,500","불검출","불검출","적합"
"5","활가리비","홋카이도","2016-02-04","4,220","불검출","불검출","적합"
"6","활가리비","홋카이도","2016-02-04","5,800","불검출","불검출","적합"
"7","활가리비","홋카이도","2016-02-04","6,492","불검출","불검출","적합"
"8","활우렁쉥이","홋카이도","2016-02-04","8,590","불검출","불검출","적합"
"9","활우렁쉥이","홋카이도","2016-02-04","8,410","불검출","불검출","적합"
"10","냉장돔 황돔(
)","야마구치현","2016-02-04","90","불검출","불검출","적합"
"11","냉장가오리","야마구치현","2016-02-04","310","불검출","불검출","적합"
"12","냉장홍어","야마구치현","2016-02-04","130","불검출","불검출","적합"
"13","활꼬막","후쿠오카현","2016-02-04","3,380","불검출","불검출","적합"
"14","활꼬막 새꼬막
(
)","후쿠오카현","2016-02-04","3,000","불검출","불검출","적합"
"15","냉장갈치","야마구치현","2016-02-04","5,518","불검출","불검출","적합"
"16","냉장돔 참돔(
)","야마구치현","2016-02-04","380","불검출","불검출","적합"
