"순번","품
목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"17","냉장갈치","와카야마현","2016-02-03","496","불검출","불검출","적합"
"18","활방어","에히메현","2016-02-03","880","불검출","불검출","적합"
"19","냉장명태","홋카이도","2016-02-03","5,570","불검출","불검출","적합"
"20","냉장갈치","오이타현","2016-02-03","415","불검출","불검출","적합"
"21","냉장돔 황돔(
)","나가사키현","2016-02-03","1,252","불검출","불검출","적합"
"22","냉장돔 황돔(
)","야마구치현","2016-02-03","115","불검출","불검출","적합"
"23","냉장돔 참돔(
)","야마구치현","2016-02-03","170","불검출","불검출","적합"
"24","냉장민어 수조기
(
)","야마구치현","2016-02-03","171","불검출","불검출","적합"
"25","냉장가오리","야마구치현","2016-02-03","560","불검출","불검출","적합"
"26","냉장명태","홋카이도","2016-02-03","5,250","불검출","불검출","적합"
"27","냉장갈치","와카야마현","2016-02-03","168","불검출","불검출","적합"
"28","냉장병어","와카야마현","2016-02-03","1,470","불검출","불검출","적합"
"29","냉장병어","야마구치현","2016-02-03","2,180","불검출","불검출","적합"
"30","냉장돔 황돔(
)","야마구치현","2016-02-03","125","불검출","불검출","적합"
"31","냉장민어 수조기
(
)","야마구치현","2016-02-03","315","불검출","불검출","적합"
"32","냉장가오리","야마구치현","2016-02-03","1,000","불검출","불검출","적합"
"33","냉장홍어","홋카이도","2016-02-03","5,502","불검출","불검출","적합"
"34","냉장병어","에히메현","2016-02-03","1,800","불검출","불검출","적합"
