"순번","품
목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"합계","건75","-","-","197,712","-","-","-"
"1","활방어","나가사키현","2016-02-03","5,628","불검출","불검출","적합"
"2","활방어","나가사키현","2016-02-03","11,384","불검출","불검출","적합"
"3","활가리비","홋카이도","2016-02-03","7,121","불검출","불검출","적합"
"4","활가리비","홋카이도","2016-02-03","8,022","불검출","불검출","적합"
"5","활문어","홋카이도","2016-02-03","3,399","불검출","불검출","적합"
"6","활문어","홋카이도","2016-02-03","3,544","불검출","불검출","적합"
"7","활가리비","홋카이도","2016-02-03","6,885","불검출","불검출","적합"
"8","활장어 먹장어
(
)","나가사키현","2016-02-03","1,257","불검출","불검출","적합"
"9","냉장명태","홋카이도","2016-02-03","3,176","불검출","불검출","적합"
"10","냉장준치","구마모토현","2016-02-03","224","불검출","불검출","적합"
"11","냉장갈치","에히메현","2016-02-03","320","불검출","불검출","적합"
"12","냉장갈치","효고현","2016-02-03","1,600","불검출","불검출","적합"
"13","냉장병어","에히메현","2016-02-03","1,930","불검출","불검출","적합"
"14","냉장병어","효고현","2016-02-03","240","불검출","불검출","적합"
"15","냉장병어","와카야마현","2016-02-03","1,688","불검출","불검출","적합"
"16","냉장명태","홋카이도","2016-02-03","10,180","불검출","불검출","적합"
