"순번","품
목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"17","냉장가오리","야마구치현","2016-02-04","250","불검출","불검출","적합"
"18","냉장명태","홋카이도","2016-02-04","10,348","불검출","불검출","적합"
"19","냉장갈치","와카야마현","2016-02-04","5,664","불검출","불검출","적합"
"20","냉장홍어","홋카이도","2016-02-04","1,296","불검출","불검출","적합"
"21","활우렁쉥이","홋카이도","2016-02-04","8,201","불검출","불검출","적합"
"22","활가리비","홋카이도","2016-02-04","7,246","불검출","불검출","적합"
"23","활가리비","홋카이도","2016-02-04","7,370","불검출","불검출","적합"
"24","냉장명태","홋카이도","2016-02-04","2,782","불검출","불검출","적합"
"25","냉장명태","홋카이도","2016-02-04","5,250","불검출","불검출","적합"
"26","냉장명태","홋카이도","2016-02-04","2,782","불검출","불검출","적합"
"27","냉장명태","홋카이도","2016-02-04","5,250","불검출","불검출","적합"
"28","냉장홍어","홋카이도","2016-02-04","474","불검출","불검출","적합"
"29","활해삼","나가사키현","2016-02-04","610","불검출","불검출","적합"
"30","활꼬막","사가현","2016-02-04","800","불검출","불검출","적합"
"31","냉장홍어","홋카이도","2016-02-04","4,744","불검출","불검출","적합"
"32","냉장갈치","오이타현","2016-02-04","70","불검출","불검출","적합"
"33","냉장갈치","와카야마현","2016-02-04","200","불검출","불검출","적합"
"34","냉장갈치","히로시마현","2016-02-04","250","불검출","불검출","적합"
