"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","168,921","-","-","-"
"1","냉장가오리","야마구치현","2017-01-13","290","불검출","불검출","적합"
"2","냉장명태","홋카이도","2017-01-13","2,570","불검출","불검출","적합"
"3","냉장명태","홋카이도","2017-01-13","2,570","불검출","불검출","적합"
"4","냉장홍어","홋카이도","2017-01-13","3,695","불검출","불검출","적합"
"5","냉장홍어","야마구치현","2017-01-13","252","불검출","불검출","적합"
"6","활우렁쉥이","홋카이도","2017-01-13","5,228","불검출","불검출","적합"
"7","활우렁쉥이","홋카이도","2017-01-13","3,641","불검출","불검출","적합"
"8","냉장명태","홋카이도","2017-01-13","5,600","불검출","불검출","적합"
"9","냉장홍어","홋카이도","2017-01-13","3,943","불검출","불검출","적합"
"10","냉장갈치","후쿠오카현","2017-01-13","808","불검출","불검출","적합"
"11","활우렁쉥이","홋카이도","2017-01-13","3,668","불검출","불검출","적합"
"12","활우렁쉥이","홋카이도","2017-01-13","8,885","불검출","불검출","적합"
"13","활우렁쉥이","홋카이도","2017-01-13","5,459","불검출","불검출","적합"
"14","냉장명태","홋카이도","2017-01-13","4,250","불검출","불검출","적합"
"15","냉장돔(참돔)","야마구치현","2017-01-13","80","불검출","불검출","적합"
"16","냉장돔(황돔)","야마구치현","2017-01-13","45","불검출","불검출","적합"
