"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"17","냉장가오리","야마구치현","2017-01-13","50","불검출","불검출","적합"
"18","냉장홍어","야마구치현","2017-01-13","130","불검출","불검출","적합"
"19","냉장갈치","에히메현","2017-01-13","240","불검출","불검출","적합"
"20","활장어(먹장어)","야마구치현","2017-01-13","2,728","불검출","불검출","적합"
"21","냉장준치","구마모토현","2017-01-13","259","불검출","불검출","적합"
"22","냉장명태","홋카이도","2017-01-13","5,500","불검출","불검출","적합"
"23","냉장명태","홋카이도","2017-01-13","5,500","불검출","불검출","적합"
"24","냉장명태","홋카이도","2017-01-13","5,600","불검출","불검출","적합"
"25","냉장갈치","에히메현","2017-01-13","170","불검출","불검출","적합"
"26","냉장명태","홋카이도","2017-01-13","2,000","불검출","불검출","적합"
"27","냉장갈치","후쿠오카현","2017-01-13","965","불검출","불검출","적합"
"28","냉장명태","홋카이도","2017-01-13","4,250","불검출","불검출","적합"
"29","냉장갈치","오이타현","2017-01-13","575","불검출","불검출","적합"
"30","냉장갈치","후쿠오카현","2017-01-13","1,075","불검출","불검출","적합"
"31","냉장갈치","야마구치현","2017-01-13","360","불검출","불검출","적합"
"32","냉장돔(참돔)","야마구치현","2017-01-13","445","불검출","불검출","적합"
"33","냉장돔(황돔)","야마구치현","2017-01-13","810","불검출","불검출","적합"
"34","활가리비","홋카이도","2017-01-13","7,956","불검출","불검출","적합"
