"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"합계","","86","","845,311","","",""
"1","청주","효고현","2016-11-07","310","불검출","불검출","적합"
"2","청주","효고현","2016-11-21","2,160","불검출","불검출","적합"
"3","카레","니가타현","2016-11-21","1,440","불검출","불검출","적합"
"4","맥주","오이타현","2016-12-01","8,000","불검출","불검출","적합"
"5","소스류","지바현","2016-11-23","2,160","불검출","불검출","적합"
"6","양파/신선,냉장","훗카이도","2016-12-22","240,000","불검출","불검출","적합"
"7","복합조미식품","니가타현","2016-11-14","768","불검출","불검출","적합"
"8","청주","후쿠이현","2016-12-01","65","불검출","불검출","적합"
"9","건어포류","에히메현","2016-12-13","160","불검출","불검출","적합"
"10","카레","니가타현","2016-11-24","1,200","불검출","불검출","적합"
"11","카레분","사이타마현","2016-11-08","320","불검출","불검출","적합"
"12","혼합장","훗카이도","2016-11-29","2,069","불검출","불검출","적합"
