"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"35","활우렁쉥이","홋카이도","2017-01-12","6,244","불검출","불검출","적합"
"36","냉동돔(참돔)","나가사키현","2017-01-12","208","불검출","불검출","적합"
"37","냉동돔(황돔)","나가사키현","2017-01-12","3,804","불검출","불검출","적합"
"38","냉동가오리","에히메현","2017-01-12","5,520","불검출","불검출","적합"
"39","활가리비","홋카이도","2017-01-12","6,423","불검출","불검출","적합"
"40","활장어(먹장어)","가나가와현","2017-01-12","2,648","불검출","불검출","적합"
"41","활장어(먹장어)","나가사키현","2017-01-12","899","불검출","불검출","적합"
"42","활게(참게)","후쿠오카현","2017-01-12","840","불검출","불검출","적합"
"43","냉동갈치","야마구치현","2017-01-12","8,000","불검출","불검출","적합"
"44","활장어(먹장어)","나가사키현","2017-01-12","840","불검출","불검출","적합"
"45","활돔(벵에돔)","나가사키현","2017-01-12","175","불검출","불검출","적합"
"46","활우렁쉥이","홋카이도","2017-01-12","9,250","불검출","불검출","적합"
