"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"17","냉장갈치","후쿠오카현","2017-01-16","535","불검출","불검출","적합"
"18","냉장돔(참돔)","후쿠오카현","2017-01-16","340","불검출","불검출","적합"
"19","냉장명태","홋카이도","2017-01-16","2,230","불검출","불검출","적합"
"20","냉장다랑어
(참다랑어)","나가사키현","2017-01-16","45","불검출","불검출","적합"
"21","냉장준치","야마구치현","2017-01-16","96","불검출","불검출","적합"
"22","활가리비","홋카이도","2017-01-16","7,172","불검출","불검출","적합"
"23","냉장가오리","야마구치현","2017-01-16","560","불검출","불검출","적합"
"24","냉장홍어","야마구치현","2017-01-16","220","불검출","불검출","적합"
"25","냉장돔(황돔)","후쿠오카현","2017-01-16","616","불검출","불검출","적합"
"26","냉장갈치","야마구치현","2017-01-16","65","불검출","불검출","적합"
"27","냉장돔(참돔)","야마구치현","2017-01-16","535","불검출","불검출","적합"
"28","냉장돔(황돔)","야마구치현","2017-01-16","1,000","불검출","불검출","적합"
"29","냉장병어","야마구치현","2017-01-16","90","불검출","불검출","적합"
"30","냉장가오리","야마구치현","2017-01-16","1,356","불검출","불검출","적합"
"31","냉장돔(참돔)","후쿠오카현","2017-01-16","244","불검출","불검출","적합"
"32","활장어(먹장어)","구마모토현","2017-01-16","700","불검출","불검출","적합"
"33","활돔(벵에돔)","가고시마현","2017-01-16","419","불검출","불검출","적합"
"34","활돔(강담돔)","가고시마현","2017-01-16","465","불검출","불검출","적합"
