"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"1","냉장명태","홋카이도","2019-02-25","4,000","불검출","불검출","적합"
"2","활바리(능성어)","에히메현","2019-02-25","967","불검출","불검출","적합"
"3","냉장명태","홋카이도","2019-02-25","2,470","불검출","불검출","적합"
"4","냉장명태","홋카이도","2019-02-25","2,480","불검출","불검출","적합"
"5","활돔(벵에돔)","에히메현","2019-02-25","2,055","불검출","불검출","적합"
"6","활바리(능성어)","에히메현","2019-02-25","919","불검출","불검출","적합"
"7","활대합(북방대합)","홋카이도","2019-02-25","1,126","불검출","불검출","적합"
"8","냉장갈치","가나가와현","2019-02-25","4,216","불검출","불검출","적합"
"9","활우렁쉥이","홋카이도","2019-02-25","7,000","불검출","불검출","적합"
"10","활가리비","홋카이도","2019-02-25","7,248","불검출","불검출","적합"
"11","냉장홍어","홋카이도","2019-02-25","851","불검출","불검출","적합"
"12","활장어(먹장어)","나가사키현","2019-02-25","2,002","불검출","불검출","적합"
"13","냉장갈치","가나가와현","2019-02-25","1,376","불검출","불검출","적합"
"14","냉장명태","홋카이도","2019-02-25","2,470","불검출","불검출","적합"
"15","활돔(참돔)","에히메현","2019-02-25","3,841","불검출","불검출","적합"
"16","활돔(참돔)","에히메현","2019-02-25","4,994","불검출","불검출","적합"
"17","냉장가오리","야마구치현","2019-02-25","180","불검출","불검출","적합"
"합계","","-","-","48,195","-","-","-"
