"순번","품목","원산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"1","냉동명태(F)","러시아","2019-02-26","13,360","불검출","불검출","적합"
"2","냉동다랑어(참다랑어,F,횟감)","알제리","2019-02-26","60","불검출","불검출","적합"
"3","냉동다랑어(참다랑어)","이탈리아","2019-02-26","2,293","불검출","불검출","적합"
"4","냉장연어","영국","2019-02-26","3,173","불검출","불검출","적합"
"합계","","-","-","18,886","-","-","-"
