"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"21","활우렁쉥이","홋카이도","2019-02-27","8,705","불검출","불검출","적합"
"22","냉장준치","야마구치현","2019-02-27","50","불검출","불검출","적합"
"23","냉장홍어","홋카이도","2019-02-27","10,676","불검출","불검출","적합"
"24","냉장명태","홋카이도","2019-02-27","2,600","불검출","불검출","적합"
"25","냉장홍어","홋카이도","2019-02-27","1,842","불검출","불검출","적합"
"26","냉장가오리","후쿠오카현","2019-02-27","825","불검출","불검출","적합"
"27","활가리비","홋카이도","2019-02-27","6,946","불검출","불검출","적합"
"28","냉장명태","홋카이도","2019-02-27","169","불검출","불검출","적합"
"29","냉장명태","홋카이도","2019-02-27","2,600","불검출","불검출","적합"
"30","냉장명태","홋카이도","2019-02-27","1,300","불검출","불검출","적합"
"31","냉장홍어","홋카이도","2019-02-27","6,457","불검출","불검출","적합"
"32","냉장명태","홋카이도","2019-02-27","4,550","불검출","불검출","적합"
"33","활게(참게)","후쿠오카현","2019-02-27","391","불검출","불검출","적합"
"합계","","-","-","107,226","-","-","-"
