"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","36건","-","-","101,501","-","-","-"
"1","활돔(참돔)","에히메현","2014-09-23","8,015","불검출","불검출","적합"
"2","활장어(먹장어)","나가사키현","2014-09-23","1,610","불검출","불검출","적합"
"3","활돔(참돔)","에히메현","2014-09-23","5,872","불검출","불검출","적합"
"4","활돔(참돔)","에히메현","2014-09-23","3,721","불검출","불검출","적합"
"5","활돔(참돔)","에히메현","2014-09-23","12,999","불검출","불검출","적합"
"6","활가리비","홋카이도","2014-09-23","5,675","불검출","불검출","적합"
"7","냉장돔(황돔)","야마구치현","2014-09-23","330","불검출","불검출","적합"
"8","냉장가오리","야마구치현","2014-09-23","120","불검출","불검출","적합"
"9","냉장돔(황돔)","야마구치현","2014-09-23","105","불검출","불검출","적합"
"10","냉장돔(황돔)","야마구치현","2014-09-23","50","불검출","불검출","적합"
"11","냉장돔(황돔)","후쿠오카현","2014-09-23","15","불검출","불검출","적합"
"12","활장어(먹장어)","나가사키현","2014-09-23","690","불검출","불검출","적합"
"13","냉장명태","홋카이도","2014-09-23","1,236","불검출","불검출","적합"
"14","냉장돔(참돔)","야마구치현","2014-09-23","1,425","불검출","불검출","적합"
"15","냉장명태","홋카이도","2014-09-23","3,315","불검출","불검출","적합"
"16","냉장홍어","홋카이도","2014-09-23","321","불검출","불검출","적합"
"17","냉장명태","홋카이도","2014-09-23","3,250","불검출","불검출","적합"
"18","활가리비","홋카이도","2014-09-23","6,557","불검출","불검출","적합"
"19","냉장준치","구마모토현","2014-09-23","322","불검출","불검출","적합"
"20","냉장갈치","에히메현","2014-09-23","552","불검출","불검출","적합"
"21","냉장명태","홋카이도","2014-09-23","1,980","불검출","불검출","적합"
"22","냉장갈치","와카야마현","2014-09-23","2,640","불검출","불검출","적합"
"23","냉장돔(참돔)","야마구치현","2014-09-23","480","불검출","불검출","적합"
