"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","29건","-","-","106,614","-","-","-"
"1","활돔(참돔)","에히메현","2014-9-22","9,140","불검출","불검출","적합"
"2","활가리비","홋카이도","2014-9-22","7,000","불검출","불검출","적합"
"3","냉장돔(황돔)","야마구치현","2014-9-22","390","불검출","불검출","적합"
"4","냉장홍어","홋카이도","2014-9-22","780","불검출","불검출","적합"
"5","냉장돔(황돔)","후쿠오카현","2014-9-22","450","불검출","불검출","적합"
"6","냉장돔(황돔)","나가사키현","2014-9-22","15","불검출","불검출","적합"
"7","냉장돔(황돔)","야마구치현","2014-9-22","50","불검출","불검출","적합"
"8","냉장민어(수조기)","야마구치현","2014-9-22","72","불검출","불검출","적합"
"9","냉장돔(황돔)","나가사키현","2014-9-22","512","불검출","불검출","적합"
"10","냉장갈치","와카야마현","2014-9-22","920","불검출","불검출","적합"
"11","냉장갈치","와카야마현","2014-9-22","1,440","불검출","불검출","적합"
"12","냉장돔(참돔)","야마구치현","2014-9-22","180","불검출","불검출","적합"
"13","냉장홍어","야마구치현","2014-9-22","190","불검출","불검출","적합"
"14","냉동가리비(외투막)","홋카이도","2014-9-22","23,000","불검출","불검출","적합"
"15","냉동가리비(외투막)","홋카이도","2014-9-22","23,000","불검출","불검출","적합"
"16","냉장명태","홋카이도","2014-9-22","3,382","불검출","불검출","적합"
"17","냉장갈치","와카야마현","2014-9-22","1,752","불검출","불검출","적합"
"18","냉장홍어","홋카이도","2014-9-22","2,931","불검출","불검출","적합"
"19","냉장준치","구마모토현","2014-9-22","280","불검출","불검출","적합"
"20","냉장갈치","구마모토현","2014-9-22","1,288","불검출","불검출","적합"
"21","냉장갈치","에히메현","2014-9-22","328","불검출","불검출","적합"
"22","냉장갈치","효고현","2014-9-22","384","불검출","불검출","적합"
"23","냉장갈치","와카야마현","2014-9-22","736","불검출","불검출","적합"
"24","냉장갈치","에히메현","2014-9-22","760","불검출","불검출","적합"
"25","냉장돔(참돔)","야마구치현","2014-9-22","270","불검출","불검출","적합"
"26","냉장전어","사가현","2014-9-22","174","불검출","불검출","적합"
"27","냉장홍어","야마구치현","2014-9-22","170","불검출","불검출","적합"
"28","냉동가리비(외투막)","홋카이도","2014-9-22","24,000","불검출","불검출","적합"
"29","활꼬막(새꼬막)","사가현","2014-9-22","3,020","불검출","불검출","적합"
