"검사결과
수입
제조일자","","","","","","",""
"순번
품목명
제조·생산지
중량
세슘
요오드
(유통기한)
판정
(kg)
(기준:100Bq/kg)
(기준:300Bq/kg)","","","","","","",""
"82","과자(스낵과자)","아이치현","2017-07-05","1,040","불검출","불검출","적합"
"83","과자(스낵과자)","아이치현","2017-07-01","560","불검출","불검출","적합"
"84","건어포류","에히메현","2017-07-10","580","불검출","불검출","적합"
"85","혼합제제","미에현","2017-06-06","108","불검출","불검출","적합"
"86","소스류","야마나시현","2017-07-18","72","불검출","불검출","적합"
"87","과자(스낵과자)","히로시마현","2017-07-08","112","불검출","불검출","적합"
"88","과자(스낵과자)","니가타현","2017-06-07","480","불검출","불검출","적합"
"89","국수","구마모토현","2017-07-03","107","불검출","불검출","적합"
"90","과자(스낵과자)","히로시마현","2017-07-06","128","불검출","불검출","적합"
"91","두류가공품","나가노현","2017-06-14","14,435","불검출","불검출","적합"
"92","소스류","도쿄도","2017-05-26","33","불검출","불검출","적합"
"93","소스류","아오모리현","2017-05-10","29","불검출","불검출","적합"
"94","청주","이와테현","2017-07-14","144","불검출","불검출","적합"
"95","청주","이와테현","2017-07-14","432","불검출","불검출","적합"
"96","액상차","후쿠이현","2017-04-18","2,028","불검출","불검출","적합"
"97","비타민E","시즈오카현","2017-06-19","37","불검출","불검출","적합"
"98","맥주","오이타현","2017-06-21","248,400","불검출","불검출","적합"
