"품목","계","","농산물","","가공식품","","건강기능식품","","식품첨가물",""
"접수
일자","건수
중량(㎏)","","건수
중량(㎏)","","건수
중량(㎏)","","건수 중량(㎏) 건수","","중량(㎏)",""
"합계","386","2,667,888","2","304,442","314","2,290,328","2","148","68","72,969"
"7.31","239","824,436","2","304,442","198","473,337","2","148","37","46,508"
"8.1","35","204,808","0","0","28","204,375","0","0","7","433"
"8.2","112","1,638,644","0","0","88","1,612,616","0","0","24","26,028"
"","","","","","","","","","",""
"","","","","","","","","","",""
