"순번","품
목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"합계","건39","-","-","103,076","-","-","-"
"1","활장어 먹장어
(
)","나가사키현","2016-01-18","2,000","불검출","불검출","적합"
"2","활돔 참돔(
)","에히메현","2016-01-18","9,773","불검출","불검출","적합"
"3","활방어","에히메현","2016-01-18","3,727","불검출","불검출","적합"
"4","활방어","에히메현","2016-01-18","10,356","불검출","불검출","적합"
"5","냉동문어","홋카이도","2016-01-18","5,000","불검출","불검출","적합"
"6","냉동돔 참돔(
)","야마구치현","2016-01-18","2,360","불검출","불검출","적합"
"7","냉장돔 황돔(
)","야마구치현","2016-01-18","120","불검출","불검출","적합"
"8","냉장홍어","야마구치현","2016-01-18","110","불검출","불검출","적합"
"9","냉장가오리","야마구치현","2016-01-18","110","불검출","불검출","적합"
"10","냉장다랑어 참다(
랑어)","나가사키현","2016-01-18","31","불검출","불검출","적합"
"11","활방어","에히메현","2016-01-18","1,350","불검출","불검출","적합"
"12","냉장명태","홋카이도","2016-01-18","3,700","불검출","불검출","적합"
"13","냉장갈치","와카야마현","2016-01-18","2,744","불검출","불검출","적합"
"14","냉장명태","홋카이도","2016-01-18","3,000","불검출","불검출","적합"
