"순번","품
목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"15","활꼬막","후쿠오카현","2016-01-18","720","불검출","불검출","적합"
"16","냉장돔 참돔(
)","야마구치현","2016-01-18","110","불검출","불검출","적합"
"17","냉장가오리","야마구치현","2016-01-18","110","불검출","불검출","적합"
"18","활우렁쉥이","홋카이도","2016-01-18","6,360","불검출","불검출","적합"
"19","활가리비","홋카이도","2016-01-18","1,009","불검출","불검출","적합"
"20","활가리비","홋카이도","2016-01-18","1,143","불검출","불검출","적합"
"21","냉장명태","홋카이도","2016-01-18","4,195","불검출","불검출","적합"
"22","냉장명태","홋카이도","2016-01-18","4,195","불검출","불검출","적합"
"23","냉장명태","홋카이도","2016-01-18","4,394","불검출","불검출","적합"
"24","냉장갈치","와카야마현","2016-01-18","3,550","불검출","불검출","적합"
"25","냉장갈치","가나가와현","2016-01-18","9,464","불검출","불검출","적합"
"26","냉장병어","가나가와현","2016-01-18","2,040","불검출","불검출","적합"
"27","냉장갈치","오이타현","2016-01-18","915","불검출","불검출","적합"
"28","냉장갈치","야마구치현","2016-01-18","8,472","불검출","불검출","적합"
"29","냉장가오리","야마구치현","2016-01-18","150","불검출","불검출","적합"
"30","냉장돔 황돔(
)","야마구치현","2016-01-18","640","불검출","불검출","적합"
"31","냉장돔 참돔(
)","야마구치현","2016-01-18","290","불검출","불검출","적합"
"32","냉장갈치","히로시마현","2016-01-18","60","불검출","불검출","적합"
"33","냉장갈치","가나가와현","2016-01-18","2,800","불검출","불검출","적합"
