"품목","계","","농산물","","가공식품","","건강기능식품","","식품첨가물",""
"접수
일자","건수 중량(㎏) 건수 중량(㎏) 건수 중량(㎏) 건수 중량(㎏) 건수 중량(㎏)","","","","","","","","",""
"합계","398","2,469,046","2","172,008","290","2,184,531","3","797","103","111,709"
"11.10","91","1,102,777","0","0","57","1,085,776","1","176","33","16,824"
"11.11","41","39,932","0","0","40","39,320","1","612","0","0"
"11.12","129","707,309","1","18,000","96","619,517","0","0","32","69,792"
"11.13","89","427,418","0","0","59","406,029","1","9","29","21,380"
"11.14","48","191,610","1","154,008","38","33,889","0","0","9","3,713"
