"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","66,986","-","-","-"
"1","마른해삼(자숙)","시마네현","2016-06-15","110","불검출","불검출","적합"
"2","냉장홍어","홋카이도","2016-06-15","2,018","불검출","불검출","적합"
"3","냉장대구","홋카이도","2016-06-15","980","불검출","불검출","적합"
"4","냉장홍어","홋카이도","2016-06-15","133","불검출","불검출","적합"
"5","냉장대구","홋카이도","2016-06-15","980","불검출","불검출","적합"
"6","냉장갈치","에히메현","2016-06-15","640","불검출","불검출","적합"
"7","냉장갈치","야마구치현","2016-06-15","635","불검출","불검출","적합"
"8","냉장홍어","홋카이도","2016-06-15","13,644","불검출","불검출","적합"
"9","냉장가오리","에히메현","2016-06-15","270","불검출","불검출","적합"
"10","냉장갈치","에히메현","2016-06-15","440","불검출","불검출","적합"
"11","냉장갈치","히로시마현","2016-06-15","110","불검출","불검출","적합"
"12","냉동고둥","돗토리현","2016-06-15","150","불검출","불검출","적합"
"13","활돔(벵에돔)","사가현","2016-06-15","1,497","불검출","불검출","적합"
"14","냉장명태","홋카이도","2016-06-15","852","불검출","불검출","적합"
