"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"합계","","129","","996,461","","",""
"1","청주","사이타마현","2016-04-26","1,480","불검출","불검출","적합"
"2","혼합제제","이바라키현","2016-05-24","75","불검출","불검출","적합"
"3","혼합제제","히로시마현","2015-11-06","135","불검출","불검출","적합"
"4","소스류","히로시마현","2016-04-20","425","불검출","불검출","적합"
"5","기타천연착향료","오사카부","2016-05-24","60","불검출","불검출","적합"
"6","소스류","군마현","2016-04-13","1,080","불검출","불검출","적합"
"7","향신료조제품(고추
냉이가공품)","도쿄도","2016-05-25","3,960","불검출","불검출","적합"
"8","액상차","나가노현","2016-04-13","22,320","불검출","불검출","적합"
"9","소스류","히로시마현","2016-04-08","656","불검출","불검출","적합"
"10","소스류","히로시마현","2016-04-20","396","불검출","불검출","적합"
"11","혼합제제","사이타마현","2016-02-19","50","불검출","불검출","적합"
"12","과자(쿠키)","아이치현","2016-05-07","86","불검출","불검출","적합"
"13","소스류","훗카이도","2016-05-16","2,509","불검출","불검출","적합"
