"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"1","활돔(돌돔)","홋카이도","2019-04-16","1,580","불검출","불검출","적합"
"2","냉장갈치","후쿠오카현","2019-04-16","765","불검출","불검출","적합"
"3","냉장명태","홋카이도","2019-04-16","1,300","불검출","불검출","적합"
"4","냉장명태","홋카이도","2019-04-16","1,300","불검출","불검출","적합"
"5","활게(왕게)","홋카이도","2019-04-16","3,210","불검출","불검출","적합"
"6","활장어(먹장어)","교토부","2019-04-16","1,402","불검출","불검출","적합"
"7","냉장명태","홋카이도","2019-04-16","1,950","불검출","불검출","적합"
"8","활장어(먹장어)","야마구치현","2019-04-16","1,250","불검출","불검출","적합"
"9","냉장돔(황돔)","후쿠오카현","2019-04-16","100","불검출","불검출","적합"
"10","활돔(참돔)","에히메현","2019-04-16","8,822","불검출","불검출","적합"
"11","활돔(참돔)","에히메현","2019-04-16","2,855","불검출","불검출","적합"
"12","활바리(능성어)","에히메현","2019-04-16","1,092","불검출","불검출","적합"
"13","냉장홍어","홋카이도","2019-04-16","1,590","불검출","불검출","적합"
"14","냉장홍어","홋카이도","2019-04-16","1,069","불검출","불검출","적합"
"15","활대합(북방대합)","홋카이도","2019-04-16","3,751","불검출","불검출","적합"
"16","냉장돔(황돔)","야마구치현","2019-04-16","385","불검출","불검출","적합"
"17","활돔(참돔)","에히메현","2019-04-16","7,526","불검출","불검출","적합"
"18","냉장명태","홋카이도","2019-04-16","1,300","불검출","불검출","적합"
"19","활돔(돌돔)","나가사키현","2019-04-16","1,094","불검출","불검출","적합"
"20","활가리비","홋카이도","2019-04-16","7,765","불검출","불검출","적합"
