"순번","품목명","제조·생산지","제조일자
(유통기한)","수입
중량
(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"15","빵류","히로시마현","2019-03-29","2,912","불검출","불검출","적합"
"16","빵류","히로시마현","2019-03-29","1,714","불검출","불검출","적합"
"17","빵류","히로시마현","2019-03-29","557","불검출","불검출","적합"
"18","기타천연착향료","오사카부","2019-03-27","150","불검출","불검출","적합"
"19","혼합제제","오사카부","2019-03-27","150","불검출","불검출","적합"
"20","양조간장","후쿠오카현","2019-03-14","15,448","불검출","불검출","적합"
"21","소스","후쿠오카현","2019-03-11","328","불검출","불검출","적합"
"22","소스","시즈오카현","2019-03-20","1,000","불검출","불검출","적합"
"23","혼합제제","오사카부","2019-03-05","240","불검출","불검출","적합"
"24","합성향료","이바라키현","2019-02-12","396","불검출","불검출","적합"
"25","혼합제제","오카야마현","2019-03-11","165","불검출","불검출","적합"
"26","혼합제제","오사카부","2019-03-06","1,100","불검출","불검출","적합"
"27","혼합제제","오카야마현","2019-03-13","435","불검출","불검출","적합"
"28","곡류가공품","히로시마현","2019-03-12","23,647","불검출","불검출","적합"
"29","혼합제제","히로시마현","2019-02-18","150","불검출","불검출","적합"
"30","조미김","도쿄도","2019-02-22","91","불검출","불검출","적합"
"31","조미김","도쿄도","2019-02-22","36","불검출","불검출","적합"
"32","캔디류","아이치현","2019-03-13","122","불검출","불검출","적합"
"33","기타천연착향료","효고현","2019-03-05","1,920","불검출","불검출","적합"
"34","건어포","에히메현","2019-03-20","684","불검출","불검출","적합"
"35","소스","에히메현","2019-03-19","1,960","불검출","불검출","적합"
"36","향신료조제품","시즈오카현","2019-02-19","6,480","불검출","불검출","적합"
"37","가공두부","나가노현","2018-12-20","13,664","불검출","불검출","적합"
"38","고형차","교토부","","344","불검출","불검출","적합"
"39","카레(커리)","니가타현","2019-03-11","360","불검출","불검출","적합"
"40","카레(커리)","니가타현","2019-03-11","360","불검출","불검출","적합"
"41","카레(커리)","니가타현","2019-03-11","360","불검출","불검출","적합"
"42","혼합제제","가나가와현","2019-03-15","20","불검출","불검출","적합"
"43","기타천연착향료","가나가와현","2019-03-13","260","불검출","불검출","적합"
"44","혼합제제","가나가와현","2019-03-18","40","불검출","불검출","적합"
"45","혼합제제","도쿄도","2019-03-26","12","불검출","불검출","적합"
"46","전분가공품","시즈오카현","2019-03-06","84","불검출","불검출","적합"
"47","로얄젤리제품","기후현","2019-01-25","40","불검출","불검출","적합"
"48","효모식품","사이타마현","2018-06-14","20","불검출","불검출","적합"
"49","혼합제제","시즈오카현","2019-03-18","100","불검출","불검출","적합"
