"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"1","냉장가오리","후쿠오카현","2019-04-12","585","불검출","불검출","적합"
"2","냉장명태","홋카이도","2019-04-12","3,445","불검출","불검출","적합"
"3","활가리비","홋카이도","2019-04-12","6,928","불검출","불검출","적합"
"4","활게(왕게)","홋카이도","2019-04-12","3,113","불검출","불검출","적합"
"5","냉장명태","홋카이도","2019-04-12","4,082","불검출","불검출","적합"
"6","활바리(능성어)","에히메현","2019-04-12","963","불검출","불검출","적합"
"7","활돔(참돔)","에히메현","2019-04-12","4,687","불검출","불검출","적합"
"8","냉장돔(황돔)","후쿠오카현","2019-04-12","190","불검출","불검출","적합"
"9","냉장홍어","야마구치현","2019-04-12","350","불검출","불검출","적합"
"10","냉장명태","홋카이도","2019-04-12","1,417","불검출","불검출","적합"
"11","냉장명태","홋카이도","2019-04-12","1,300","불검출","불검출","적합"
"12","냉동돔(황돔)","후쿠오카현","2019-04-12","2,832","불검출","불검출","적합"
"13","냉장홍어","홋카이도","2019-04-12","792","불검출","불검출","적합"
"14","활돔(참돔)","에히메현","2019-04-12","4,806","불검출","불검출","적합"
"15","활바리(능성어)","에히메현","2019-04-12","1,864","불검출","불검출","적합"
"16","활게(참게)","후쿠오카현","2019-04-12","350","불검출","불검출","적합"
"17","활가리비","홋카이도","2019-04-12","6,882","불검출","불검출","적합"
"18","냉장갈치","후쿠오카현","2019-04-12","1,065","불검출","불검출","적합"
"19","활게(왕게)","홋카이도","2019-04-12","310","불검출","불검출","적합"
"20","냉장명태","홋카이도","2019-04-12","1,300","불검출","불검출","적합"
