"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"1","냉장돔(황돔)","야마구치현","2019-04-01","290","불검출","불검출","적합"
"2","냉장홍어","홋카이도","2019-04-01","295","불검출","불검출","적합"
"3","활방어","에히메현","2019-04-01","2,976","불검출","불검출","적합"
"4","활돔(참돔)","에히메현","2019-04-01","4,563","불검출","불검출","적합"
"5","냉장가오리","야마구치현","2019-04-01","60","불검출","불검출","적합"
"6","냉장갈치","오이타현","2019-04-01","135","불검출","불검출","적합"
"7","활가리비","홋카이도","2019-04-01","13,605","불검출","불검출","적합"
"8","활돔(참돔)","에히메현","2019-04-01","2,474","불검출","불검출","적합"
"9","냉장돔(황돔)","야마구치현","2019-04-01","45","불검출","불검출","적합"
"10","활가리비","홋카이도","2019-04-01","21,000","불검출","불검출","적합"
"11","활돔(참돔)","에히메현","2019-04-01","1,469","불검출","불검출","적합"
"12","냉장갈치","야마구치현","2019-04-01","260","불검출","불검출","적합"
"13","활가리비","홋카이도","2019-04-01","6,919","불검출","불검출","적합"
"14","냉장홍어","야마구치현","2019-04-01","132","불검출","불검출","적합"
"15","냉장갈치","야마구치현","2019-04-01","365","불검출","불검출","적합"
"16","활돔(참돔)","에히메현","2019-04-01","6,677","불검출","불검출","적합"
"17","활돔(돌돔)","가나가와현","2019-04-01","1,296","불검출","불검출","적합"
"18","활돔(참돔)","에히메현","2019-04-01","3,806","불검출","불검출","적합"
"합계","","-","-","66,367","-","-","-"
