"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"1","활장어(먹장어)","가나가와현","2019-04-02","373","불검출","불검출","적합"
"2","냉장명태","홋카이도","2019-04-02","3,900","불검출","불검출","적합"
"3","냉장갈치","후쿠오카현","2019-04-02","460","불검출","불검출","적합"
"4","활가리비","홋카이도","2019-04-02","6,555","불검출","불검출","적합"
"5","냉장명태","홋카이도","2019-04-02","2,535","불검출","불검출","적합"
"6","냉장홍어","홋카이도","2019-04-02","6,774","불검출","불검출","적합"
"7","냉장돔(황돔)","나가사키현","2019-04-02","632","불검출","불검출","적합"
"8","냉동개아지살(가리비)","홋카이도","2019-04-02","650","불검출","불검출","적합"
"9","냉동갈치","야마구치현","2019-04-02","1,670","불검출","불검출","적합"
"10","활가리비","홋카이도","2019-04-02","21,000","불검출","불검출","적합"
"11","활가리비","홋카이도","2019-04-02","7,124","불검출","불검출","적합"
"12","활돔(돌돔)","가나가와현","2019-04-02","934","불검출","불검출","적합"
"13","냉장갈치","오이타현","2019-04-02","320","불검출","불검출","적합"
"14","냉장준치","효고현","2019-04-02","712","불검출","불검출","적합"
"15","냉장갈치","후쿠오카현","2019-04-02","725","불검출","불검출","적합"
"16","냉장명태","홋카이도","2019-04-02","1,950","불검출","불검출","적합"
"17","냉동개아지살(가리비)","홋카이도","2019-04-02","500","불검출","불검출","적합"
"18","활장어(먹장어)","나가사키현","2019-04-02","1,455","불검출","불검출","적합"
"19","냉장홍어","홋카이도","2019-04-02","1,335","불검출","불검출","적합"
"20","냉장홍어","홋카이도","2019-04-02","995","불검출","불검출","적합"
