"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 239건","","","","824,436","","",""
"1","혼합제제","가나가와현","2017-07-05","1,500","불검출","불검출","적합"
"2","기타가공품","와카야마현","2017-06-27","1,000","불검출","불검출","적합"
"3","혼합제제","시즈오카현","2017-07-06","500","불검출","불검출","적합"
"4","혼합제제","오사카부","2017-06-14","660","불검출","불검출","적합"
"5","혼합제제","시즈오카현","2017-07-07","100","불검출","불검출","적합"
"6","기타천연착향료","시가현","2017-07-12","150","불검출","불검출","적합"
"7","혼합제제","시가현","2017-07-12","30","불검출","불검출","적합"
"8","혼합제제","이바라키현","2017-06-20","600","불검출","불검출","적합"
"9","혼합제제","시즈오카현","2017-07-06","500","불검출","불검출","적합"
"10","혼합제제","시가현","2017-07-07","20","불검출","불검출","적합"
"11","혼합제제","오카야마현","2017-07-10","600","불검출","불검출","적합"
"12","혼합제제","사이타마현","2017-07-12","704","불검출","불검출","적합"
"13","혼합제제","시즈오카현","2017-07-05","300","불검출","불검출","적합"
