"순번","품목","원산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"합계","건14","-","-","1,902,201","-","-","-"
"1","냉동대구 목살(
)","러시아","2015-12-03","195","불검출","불검출","적합"
"2","냉동가자미","러시아","2015-12-03","3,612","불검출","불검출","적합"
"3","냉동다랑어
(
눈다랑어 목살
,
)","대만","2015-12-03","400","불검출","불검출","적합"
"4","냉동꽁치","대만","2015-12-03","193,639","불검출","불검출","적합"
"5","냉동명태","러시아","2015-12-03","703,093","불검출","불검출","적합"
"6","냉동상어
(
청상아리
)","대만","2015-12-03","7,312","불검출","불검출","적합"
"7","냉동명태","러시아","2015-12-03","799,263","불검출","불검출","적합"
"8","냉동대구","러시아","2015-12-03","753","불검출","불검출","적합"
"9","냉동주꾸미","말레이시아","2015-12-03","1,804","불검출","불검출","적합"
"10","냉동고등어","중국","2015-12-03","24,000","불검출","불검출","적합"
"11","냉동명태(F)","러시아","2015-12-03","31,659","불검출","불검출","적합"
"12","냉동명태(F)","러시아","2015-12-03","108,449","불검출","불검출","적합"
"13","냉동명태(F)","러시아","2015-12-03","20,870","불검출","불검출","적합"
"14","냉동게","미얀마","2015-12-03","7,152","불검출","불검출","적합"
