"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","21건","-","-","45,010","-","-","-"
"1","활가리비","홋카이도","2015-12-07","7,000","불검출","불검출","적합"
"2","활가리비","홋카이도","2015-12-07","8,500","불검출","불검출","적합"
"3","활우렁쉥이","홋카이도","2015-12-07","8,967","불검출","불검출","적합"
"4","냉장갈치","야마구치현","2015-12-07","1,300","불검출","불검출","적합"
"5","냉장갈치","와카야마현","2015-12-07","584","불검출","불검출","적합"
"6","냉장명태","홋카이도","2015-12-07","6,720","불검출","불검출","적합"
"7","냉장갈치","오이타현","2015-12-07","3,073","불검출","불검출","적합"
"8","냉장홍어","홋카이도","2015-12-07","2,810","불검출","불검출","적합"
"9","냉장갈치","오이타현","2015-12-07","990","불검출","불검출","적합"
"10","냉장갈치","히로시마현","2015-12-07","240","불검출","불검출","적합"
"11","냉장민어(수조기)","가가와현","2015-12-07","60","불검출","불검출","적합"
"12","냉장갈치","에히메현","2015-12-07","280","불검출","불검출","적합"
"13","냉장가오리","에히메현","2015-12-07","480","불검출","불검출","적합"
"14","냉장갈치","오이타현","2015-12-07","1,015","불검출","불검출","적합"
"15","냉장준치","구마모토현","2015-12-07","119","불검출","불검출","적합"
"16","냉장갈치","에히메현","2015-12-07","702","불검출","불검출","적합"
"17","냉장갈치","와카야마현","2015-12-07","120","불검출","불검출","적합"
"18","냉장갈치","효고현","2015-12-07","400","불검출","불검출","적합"
"19","냉장병어","효고현","2015-12-07","600","불검출","불검출","적합"
"20","냉장다랑어(참다랑어)","나가사키현","2015-12-07","56","불검출","불검출","적합"
"21","활장어(먹장어)","야마구치현","2015-12-07","994","불검출","불검출","적합"
