"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","131,223","-","-","-"
"1","활방어","나가사키현","2016-11-22","2,885","불검출","불검출","적합"
"2","활돔(참돔)","나가사키현","2016-11-22","6,714","불검출","불검출","적합"
"3","활가리비","홋카이도","2016-11-22","7,106","불검출","불검출","적합"
"4","활가리비","홋카이도","2016-11-22","6,869","불검출","불검출","적합"
"5","활우렁쉥이","홋카이도","2016-11-22","3,312","불검출","불검출","적합"
"6","냉장갈치","후쿠오카현","2016-11-22","2,000","불검출","불검출","적합"
"7","활우렁쉥이","홋카이도","2016-11-22","9,843","불검출","불검출","적합"
"8","냉장명태","홋카이도","2016-11-22","1,812","불검출","불검출","적합"
"9","냉장갈치","와카야마현","2016-11-22","160","불검출","불검출","적합"
"10","냉장갈치","에히메현","2016-11-22","300","불검출","불검출","적합"
"11","냉장갈치","후쿠오카현","2016-11-22","960","불검출","불검출","적합"
"12","냉장명태","홋카이도","2016-11-22","1,824","불검출","불검출","적합"
"13","냉장갈치","오이타현","2016-11-22","1,180","불검출","불검출","적합"
"14","냉장명태","홋카이도","2016-11-22","2,180","불검출","불검출","적합"
"15","냉장갈치","오이타현","2016-11-22","200","불검출","불검출","적합"
"16","냉장갈치","와카야마현","2016-11-22","1,768","불검출","불검출","적합"
