"순번","품목","원산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","729,773","-","-","-"
"1","냉동명태","러시아","2016-11-22","308,439","불검출","불검출","적합"
"2","냉동대구","러시아","2016-11-22","31,122","불검출","불검출","적합"
"3","냉동꽁치","대만","2016-11-22","136,966","불검출","불검출","적합"
"4","냉동꽁치","대만","2016-11-22","209,016","불검출","불검출","적합"
"5","냉동명태(F)","러시아","2016-11-22","22,470","불검출","불검출","적합"
"6","냉동명태(F)","러시아","2016-11-22","20,800","불검출","불검출","적합"
"7","냉동대구(F)","러시아","2016-11-22","960","불검출","불검출","적합"
