"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"17","냉장명태","홋카이도","2016-11-24","3,000","불검출","불검출","적합"
"18","냉장갈치","후쿠오카현","2016-11-24","700","불검출","불검출","적합"
"19","냉장명태","홋카이도","2016-11-24","2,900","불검출","불검출","적합"
"20","냉장명태","홋카이도","2016-11-24","2,900","불검출","불검출","적합"
"21","냉장명태","홋카이도","2016-11-24","2,500","불검출","불검출","적합"
"22","냉장명태","홋카이도","2016-11-24","4,612","불검출","불검출","적합"
"23","냉장갈치","오이타현","2016-11-24","460","불검출","불검출","적합"
"24","냉장갈치","효고현","2016-11-24","2,384","불검출","불검출","적합"
"25","냉장민어(수조기)","야마구치현","2016-11-24","95","불검출","불검출","적합"
"26","냉장가오리","야마구치현","2016-11-24","280","불검출","불검출","적합"
"27","냉장명태","홋카이도","2016-11-24","4,183","불검출","불검출","적합"
"28","냉장홍어","홋카이도","2016-11-24","9,486","불검출","불검출","적합"
"29","냉장갈치","오이타현","2016-11-24","775","불검출","불검출","적합"
"30","활우렁쉥이","홋카이도","2016-11-24","8,970","불검출","불검출","적합"
"31","활꼬막","사가현","2016-11-24","1,400","불검출","불검출","적합"
"32","냉장명태","홋카이도","2016-11-24","6,330","불검출","불검출","적합"
"33","냉장명태","홋카이도","2016-11-24","3,300","불검출","불검출","적합"
"34","냉장명태","홋카이도","2016-11-24","3,000","불검출","불검출","적합"
"35","냉장갈치","오이타현","2016-11-24","3,935","불검출","불검출","적합"
"36","냉장갈치","미야자키현","2016-11-24","465","불검출","불검출","적합"
