"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","208,471","-","-","-"
"1","활가리비","홋카이도","2016-11-24","7,800","불검출","불검출","적합"
"2","냉동다랑어(남방
참다랑어)","태평양","2016-11-24","9,666","불검출","불검출","적합"
"3","활우렁쉥이","홋카이도","2016-11-24","9,234","불검출","불검출","적합"
"4","활우렁쉥이","홋카이도","2016-11-24","4,420","불검출","불검출","적합"
"5","활우렁쉥이","홋카이도","2016-11-24","4,111","불검출","불검출","적합"
"6","활우렁쉥이","홋카이도","2016-11-24","8,597","불검출","불검출","적합"
"7","활우렁쉥이","홋카이도","2016-11-24","9,616","불검출","불검출","적합"
"8","활우렁쉥이","홋카이도","2016-11-25","10,247","불검출","불검출","적합"
"9","활돔(돌돔)","에히메현","2016-11-24","930","불검출","불검출","적합"
"10","활돔(참돔)","에히메현","2016-11-24","17,785","불검출","불검출","적합"
"11","활방어","에히메현","2016-11-24","4,680","불검출","불검출","적합"
"12","활가리비","홋카이도","2016-11-24","7,600","불검출","불검출","적합"
"13","활가리비","홋카이도","2016-11-24","14,574","불검출","불검출","적합"
"14","활가리비","홋카이도","2016-11-24","6,707","불검출","불검출","적합"
"15","냉장명태","홋카이도","2016-11-24","5,000","불검출","불검출","적합"
"16","냉장갈치","후쿠오카현","2016-11-24","2,025","불검출","불검출","적합"
