"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"37","냉장갈치","오이타현","2016-11-23","475","불검출","불검출","적합"
"38","냉장갈치","미야자키현","2016-11-23","375","불검출","불검출","적합"
"39","냉장돔(황돔)","야마구치현","2016-11-23","170","불검출","불검출","적합"
"40","냉장돔(황돔)","후쿠오카현","2016-11-23","10","불검출","불검출","적합"
"41","냉장돔(황돔)","나가사키현","2016-11-23","12","불검출","불검출","적합"
"42","냉장가오리","에히메현","2016-11-23","800","불검출","불검출","적합"
"43","냉장갈치","후쿠오카현","2016-11-23","770","불검출","불검출","적합"
"44","활우렁쉥이","홋카이도","2016-11-23","9,067","불검출","불검출","적합"
"45","냉장명태","홋카이도","2016-11-23","820","불검출","불검출","적합"
"46","활우렁쉥이","홋카이도","2016-11-23","7,187","불검출","불검출","적합"
"47","활돔(돌돔)","미에현","2016-11-23","605","불검출","불검출","적합"
"48","활돔(강담돔)","와카야마현","2016-11-23","328","불검출","불검출","적합"
"49","활우렁쉥이","홋카이도","2016-11-23","7,617","불검출","불검출","적합"
"50","활우렁쉥이","홋카이도","2016-11-23","7,911","불검출","불검출","적합"
"51","활우렁쉥이","홋카이도","2016-11-23","9,075","불검출","불검출","적합"
