"순번","품
목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"합계","건64","-","-","215,044","-","-","-"
"1","활가리비","홋카이도","2015-11-24","6,358","불검출","불검출","적합"
"2","활가리비","홋카이도","2015-11-24","5,000","불검출","불검출","적합"
"3","활가리비","홋카이도","2015-11-24","12,000","불검출","불검출","적합"
"4","활가리비","홋카이도","2015-11-24","9,000","불검출","불검출","적합"
"5","활가리비","홋카이도","2015-11-24","7,040","불검출","불검출","적합"
"6","냉동상어
(
청상아리
,F)","태평양","2015-11-24","2,635","불검출","불검출","적합"
"7","냉동상어
(
청상아리
,F)","인도양","2015-11-24","5,888","불검출","불검출","적합"
"8","냉동다랑어
(
눈다랑어 횟감
,F,
)","대서양","2015-11-24","477","불검출","불검출","적합"
"9","냉장홍어","홋카이도","2015-11-24","2,854","불검출","불검출","적합"
"10","냉장갈치","오이타현","2015-11-24","532","불검출","불검출","적합"
"11","활가리비","홋카이도","2015-11-24","7,111","불검출","불검출","적합"
"12","냉장돔 참돔(
)","야마구치현","2015-11-24","130","불검출","불검출","적합"
"13","냉장가오리","야마구치현","2015-11-24","190","불검출","불검출","적합"
"14","냉장홍어","홋카이도","2015-11-24","2,706","불검출","불검출","적합"
"15","활우렁쉥이","홋카이도","2015-11-24","9,375","불검출","불검출","적합"
