"순번","품목","원산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"합계","건13","-","-","1,578,504","-","-","-"
"1","냉동꽁치","대만","2015-11-19","128,393","불검출","불검출","적합"
"2","냉동다랑어
(
눈다랑어 횟감
,F,
)","한국","2015-11-19","100","불검출","불검출","적합"
"3","냉동가자미","러시아","2015-11-19","1,032","불검출","불검출","적합"
"4","냉동꽁치","대만","2015-11-19","82,024","불검출","불검출","적합"
"5","냉동꽁치","대만","2015-11-19","126,031","불검출","불검출","적합"
"6","냉동꽁치","대만","2015-11-19","92,883","불검출","불검출","적합"
"7","냉동꽁치","대만","2015-11-19","110,961","불검출","불검출","적합"
"8","냉동대구","러시아","2015-11-19","5,461","불검출","불검출","적합"
"9","냉동대구","러시아","2015-11-19","3,225","불검출","불검출","적합"
"10","냉동대구(F)","러시아","2015-11-19","5,000","불검출","불검출","적합"
"11","냉동꽁치","대만","2015-11-19","592,569","불검출","불검출","적합"
"12","냉동꽁치","대만","2015-11-19","165,600","불검출","불검출","적합"
"13","냉동꽁치","대만","2015-11-19","265,225","불검출","불검출","적합"
