"품목","계","","농산물","","가공식품","","건강기능식품","","식품첨가물",""
"접수
일자","건수 중량(㎏) 건수 중량(㎏) 건수 중량(㎏) 건수 중량(㎏) 건수 중량(㎏)","","","","","","","","",""
"합계","167","349,004","4","7,675","128","305,885","1","99","34","35,345"
"12.8","78","213,259","0","0","57","186,006","0","0","21","27,253"
"12.9","89","135,745","4","7,675","71","119,879","1","99","13","8,092"
"12.10","","","","","","","","","",""
"12.11","","","","","","","","","",""
"12.12","","","","","","","","","",""
