"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"48","소스류","히로시마현","2016-06-09","1,008","불검출","불검출","적합"
"49","합성착향료","가나가와현","2016-06-14","2","불검출","불검출","적합"
"50","수산물가공품","시즈오카현","2016-06-07","1,000","불검출","불검출","적합"
"51","소스류","히로시마현","2016-06-01","5,317","불검출","불검출","적합"
"52","합성착향료","지바현","2016-06-10","300","불검출","불검출","적합"
"53","합성착향료","가나가와현","2016-06-14","2","불검출","불검출","적합"
"54","청주","이와테현","2016-06-01","864","불검출","불검출","적합"
"55","복합조미식품","가나가와현","2016-05-13","57,000","불검출","불검출","적합"
"56","혼합제제","이바라키현","2016-05-19","105","불검출","불검출","적합"
"57","카라멜색소","도치기현","2016-06-02","3,100","불검출","불검출","적합"
"58","소스류","효고현","2016-04-11","36","불검출","불검출","적합"
"59","자당지방산에스테르","미에현","2016-03-21","1,440","불검출","불검출","적합"
"60","혼합제제","지바현","2016-06-09","300","불검출","불검출","적합"
"61","혼합제제","효고현","2016-06-16","17","불검출","불검출","적합"
"62","혼합제제","오사카부","2016-06-17","500","불검출","불검출","적합"
"63","기타천연착향료","사이타마현","2016-06-01","300","불검출","불검출","적합"
"64","유탕면류","ETC","2016-05-30","95","불검출","불검출","적합"
"65","소스류","히로시마현","2016-05-13","1,260","불검출","불검출","적합"
"66","청주","효고현","2016-04-26","86","불검출","불검출","적합"
"67","클로렐라(원료성)","오키나와현","2016-01-14","800","불검출","불검출","적합"
"68","소스류","히로시마현","2016-05-20","1,056","불검출","불검출","적합"
"69","건어포류","시즈오카현","2016-05-25","128","불검출","불검출","적합"
"70","청주","나라현","2016-06-17","86","불검출","불검출","적합"
"71","맥주","후쿠오카현","2016-05-18","261,900","불검출","불검출","적합"
"72","혼합제제","군마현","2016-06-01","600","불검출","불검출","적합"
"73","혼합제제","오사카부","2016-06-13","105","불검출","불검출","적합"
"74","어묵","시마네현","2016-06-20","3,381","불검출","불검출","적합"
"75","혼합제제","효고현","2016-06-17","4","불검출","불검출","적합"
"76","과자(스낵과자)","이시카와현","2016-06-08","7","불검출","불검출","적합"
"77","혼합제제","오사카부","2016-06-14","50","불검출","불검출","적합"
"78","혼합제제","효고현","2016-06-15","34","불검출","불검출","적합"
"79","혼합제제","효고현","2016-06-06","17","불검출","불검출","적합"
"80","청주","효고현","2016-05-12","5,400","불검출","불검출","적합"
"81","청주","교토부","2016-06-16","130","불검출","불검출","적합"
"82","혼합제제","히로시마현","2015-11-06","30","불검출","불검출","적합"
