"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"15","냉장명태","홋카이도","2016-07-05","1,504","불검출","불검출","적합"
"16","냉장대구","홋카이도","2016-07-05","610","불검출","불검출","적합"
"17","냉장명태","홋카이도","2016-07-05","4,319","불검출","불검출","적합"
"18","냉장갈치","와카야마현","2016-07-05","2,024","불검출","불검출","적합"
"19","냉장준치","효고현","2016-07-05","880","불검출","불검출","적합"
"20","냉장홍어","홋카이도","2016-07-05","4,564","불검출","불검출","적합"
"21","냉장홍어","홋카이도","2016-07-05","8,677","불검출","불검출","적합"
"22","냉장갈치","와카야마현","2016-07-05","2,024","불검출","불검출","적합"
"23","냉장명태","홋카이도","2016-07-05","5,551","불검출","불검출","적합"
"24","냉장갈치","히로시마현","2016-07-05","435","불검출","불검출","적합"
"25","냉장갈치","와카야마현","2016-07-05","1,888","불검출","불검출","적합"
"26","냉장갈치","야마구치현","2016-07-05","115","불검출","불검출","적합"
"27","냉장돔(황돔)","야마구치현","2016-07-05","238","불검출","불검출","적합"
"28","냉장병어","야마구치현","2016-07-05","270","불검출","불검출","적합"
"29","냉동새치
(황새치,목살)","태평양","2016-07-05","84","불검출","불검출","적합"
"30","냉동새치
(황새치,F,횟감)","태평양","2016-07-05","361","불검출","불검출","적합"
"31","활가리비","홋카이도","2016-07-05","7,176","불검출","불검출","적합"
