"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","87,891","-","-","-"
"1","냉동돔(참돔)","나가사키현","2016-07-06","24,750","불검출","불검출","적합"
"2","활돔(벵에돔)","나가사키현","2016-07-06","951","불검출","불검출","적합"
"3","활가리비","홋카이도","2016-07-06","13,954","불검출","불검출","적합"
"4","활가리비","홋카이도","2016-07-06","13,800","불검출","불검출","적합"
"5","냉장홍어","홋카이도","2016-07-06","1,774","불검출","불검출","적합"
"6","냉장명태","홋카이도","2016-07-06","1,950","불검출","불검출","적합"
"7","냉장명태","홋카이도","2016-07-06","1,800","불검출","불검출","적합"
"8","냉장명태","홋카이도","2016-07-06","1,800","불검출","불검출","적합"
"9","냉장가오리","야마구치현","2016-07-06","100","불검출","불검출","적합"
"10","냉장갈치","오이타현","2016-07-06","115","불검출","불검출","적합"
"11","활장어(먹장어)","후쿠오카현","2016-07-06","3,230","불검출","불검출","적합"
"12","활가리비","홋카이도","2016-07-06","7,984","불검출","불검출","적합"
"13","활가리비","홋카이도","2016-07-06","7,300","불검출","불검출","적합"
"14","활장어(먹장어)","나가사키현","2016-07-06","1,105","불검출","불검출","적합"
