"순번","품목명","제조·생산지","제조일자
(유통기한)","수입
중량
(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"46","과자","나가노현","2018-11-13","828","불검출","불검출","적합"
"47","양조간장","지바현","2018-11-01","12,636","불검출","불검출","적합"
"48","양조간장","오사카부","2018-11-20","1,200","불검출","불검출","적합"
"49","양조간장","오사카부","2018-11-12","1,080","불검출","불검출","적합"
"50","소스","사이타마현","2018-06-11","750","불검출","불검출","적합"
"51","당류가공품","오카야마현","2018-11-12","16,000","불검출","불검출","적합"
"52","과자","니가타현","2018-11-02","400","불검출","불검출","적합"
"53","캔디류","사이타마현","2018-10-20","144","불검출","불검출","적합"
"54","캔디류","후쿠시마현","2018-09-02","274","불검출","불검출","적합"
"55","과자","니가타현","2018-11-02","168","불검출","불검출","적합"
"56","기타
수산물가공
품","효고현","2018-11-19","400","불검출","불검출","적합"
"57","소스","나가사키현","2018-11-06","160","불검출","불검출","적합"
"58","떡류","니가타현","2018-11-12","537","불검출","불검출","적합"
"59","떡류","니가타현","2018-11-12","537","불검출","불검출","적합"
"60","떡류","니가타현","2018-11-13","537","불검출","불검출","적합"
"61","떡류","니가타현","2018-11-13","537","불검출","불검출","적합"
"62","떡류","니가타현","2018-11-14","537","불검출","불검출","적합"
"63","소스","시즈오카현","2018-05-17","133","불검출","불검출","적합"
"64","떡류","니가타현","2018-11-13","342","불검출","불검출","적합"
"65","떡류","니가타현","2018-11-14","537","불검출","불검출","적합"
"66","떡류","니가타현","2018-11-13","342","불검출","불검출","적합"
"67","떡류","니가타현","2018-11-14","537","불검출","불검출","적합"
"68","떡류","니가타현","2018-11-12","651","불검출","불검출","적합"
"69","떡류","니가타현","2018-11-13","537","불검출","불검출","적합"
"70","커피/건조","콜롬비아","","5,989","불검출","불검출","적합"
"71","생면","사이타마현","2018-11-01","1,800","불검출","불검출","적합"
"72","곡류가공품","오사카부","2018-10-18","1,000","불검출","불검출","적합"
"73","곡류가공품","오사카부","2018-10-16","400","불검출","불검출","적합"
"74","기타 농산가공품","미에현","2018-10-11","144","불검출","불검출","적합"
"75","소스","지바현","2018-10-24","14,287","불검출","불검출","적합"
"76","과자","히로시마현","2018-11-16","308","불검출","불검출","적합"
"77","과자","구마모토현","2018-11-09","118","불검출","불검출","적합"
"78","소스","지바현","2018-10-02","2,640","불검출","불검출","적합"
