"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"40","캔디류(사탕)","아이치현","2015-03-24","960","불검출","불검출","적합"
"41","캔디류(사탕)","나가노현","2015-01-19","132","불검출","불검출","적합"
"42","과자(스낵과자)","아이치현","2015-03-24","204","불검출","불검출","적합"
"43","캔디류(사탕)","나가노현","2015-01-19","132","불검출","불검출","적합"
"44","비타민/무기질","기후현","2015-03-05","256","불검출","불검출","적합"
"45","혼합제제","사이타마현","2015-03-09","250","불검출","불검출","적합"
"46","혼합제제","사이타마현","2015-03-10","1,200","불검출","불검출","적합"
"47","즉석조리식품","니가타현","2015-01-27","455","불검출","불검출","적합"
"48","과.채가공품","오카야마현","2015-02-24","9,600","불검출","불검출","적합"
"49","유탕면류","기후현","2015-01-21","16.2","불검출","불검출","적합"
"50","유탕면류","기후현","2015-01-21","18","불검출","불검출","적합"
"51","캔디류(사탕)","후쿠시마현","2015-03-09","75.6","불검출","불검출","적합"
"52","유탕면류","기후현","2015-01-21","18","불검출","불검출","적합"
"53","혼합제제","이바라키현","2015-02-17","240","불검출","불검출","적합"
"54","캔디류(사탕)","후쿠시마현","2015-03-06","61.2","불검출","불검출","적합"
"55","캔디류(사탕)","나라현","2015-03-11","60.48","불검출","불검출","적합"
"56","캔디류(사탕)","나라현","2015-03-11","60.48","불검출","불검출","적합"
"57","소스류","야마가타현","2015-01-07","36","불검출","불검출","적합"
"58","카레","야마가타현","2015-01-10","38.4","불검출","불검출","적합"
"59","청주","효고현","2015-03-04","108","불검출","불검출","적합"
"60","기타가공품","효고현","2015-03-24","1,000","불검출","불검출","적합"
"61","혼합제제","시가현","2015-03-11","826.28","불검출","불검출","적합"
"62","청주","효고현","2015-03-13","518.4","불검출","불검출","적합"
"63","청주","효고현","2015-03-13","43.2","불검출","불검출","적합"
"64","혼합제제","효고현","2015-02-27","103.05","불검출","불검출","적합"
"65","가공유지","오사카부","2015-03-03","7,008","불검출","불검출","적합"
"66","소스류","후쿠오카현","2015-03-19","930","불검출","불검출","적합"
"67","과자(웨이퍼)","오사카부","2015-02-27","140","불검출","불검출","적합"
