"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","20건","-","-","59,068","-","-","-"
"1","활돔(참돔)","나가사키현","2015-4-13","7,907","불검출","불검출","적합"
"2","냉장홍어","홋카이도","2015-4-13","2,881","불검출","불검출","적합"
"3","냉장명태","홋카이도","2015-4-13","1,644","불검출","불검출","적합"
"4","냉동상어(청상아리,F)","인도양","2015-4-13","4,438","불검출","불검출","적합"
"5","냉동다랑어(눈다랑어,목살) 시즈오카현","","2015-4-13","310","불검출","불검출","적합"
"6","냉동다랑어(눈다랑어,F,횟감)","시즈오카현","2015-4-13","270","불검출","불검출","적합"
"7","냉동다랑어(눈다랑어,F,횟감)","태평양","2015-4-13","1,047","불검출","불검출","적합"
"8","냉동다랑어(눈다랑어,목살) 태평양","","2015-4-13","480","불검출","불검출","적합"
"9","냉장갈치","야마구치현","2015-4-13","4,680","불검출","불검출","적합"
"10","냉장명태","홋카이도","2015-4-13","13,710","불검출","불검출","적합"
"11","냉장갈치","오이타현","2015-4-13","984","불검출","불검출","적합"
"12","냉장홍어","야마구치현","2015-4-13","384","불검출","불검출","적합"
"13","냉장홍어","홋카이도","2015-4-13","3,452","불검출","불검출","적합"
"14","활가리비","홋카이도","2015-4-13","6,956","불검출","불검출","적합"
"15","냉장명태","홋카이도","2015-4-13","221","불검출","불검출","적합"
"16","냉장홍어","홋카이도","2015-4-13","479","불검출","불검출","적합"
"17","냉장홍어","홋카이도","2015-4-13","883","불검출","불검출","적합"
"18","냉장명태","홋카이도","2015-4-13","247","불검출","불검출","적합"
"19","활장어(먹장어)","나가사키현","2015-4-13","1,115","불검출","불검출","적합"
"20","활가리비","홋카이도","2015-4-13","6,980","불검출","불검출","적합"
