"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","26건","-","-","49,022","-","-","-"
"1","활장어(먹장어)","야마구치현","2015-7-29","669","불검출","불검출","적합"
"2","활가리비","홋카이도","2015-7-29","12,000","불검출","불검출","적합"
"3","활가리비","홋카이도","2015-7-29","7,000","불검출","불검출","적합"
"4","냉장돔(참돔)","나가사키현","2015-7-29","128","불검출","불검출","적합"
"5","활가리비","홋카이도","2015-7-29","7,163","불검출","불검출","적합"
"6","냉장준치","야마구치현","2015-7-29","512","불검출","불검출","적합"
"7","냉장갈치","나가사키현","2015-7-29","200","불검출","불검출","적합"
"8","냉장갈치","야마구치현","2015-7-29","130","불검출","불검출","적합"
"9","냉장준치","야마구치현","2015-7-29","680","불검출","불검출","적합"
"10","냉장민어(수조기)","야마구치현","2015-7-29","69","불검출","불검출","적합"
"11","냉장명태","홋카이도","2015-7-29","1,254","불검출","불검출","적합"
"12","냉장홍어","홋카이도","2015-7-29","1,348","불검출","불검출","적합"
"13","냉장갈치","오이타현","2015-7-29","605","불검출","불검출","적합"
"14","냉장민어(수조기)","가가와현","2015-7-29","65","불검출","불검출","적합"
"15","냉장명태","홋카이도","2015-7-29","1,680","불검출","불검출","적합"
"16","냉장갈치","에히메현","2015-7-29","45","불검출","불검출","적합"
"17","냉장돔(황돔)","야마구치현","2015-7-29","160","불검출","불검출","적합"
"18","냉장돔(황돔)","나가사키현","2015-7-29","644","불검출","불검출","적합"
"19","냉장명태","홋카이도","2015-7-29","1,940","불검출","불검출","적합"
"20","냉장갈치","와카야마현","2015-7-29","280","불검출","불검출","적합"
"21","냉장갈치","에히메현","2015-7-29","528","불검출","불검출","적합"
"22","활장어(붕장어)","나가사키현","2015-7-29","248","불검출","불검출","적합"
"23","냉동다랑어(눈다랑어,F,횟감)","태평양","2015-7-29","311","불검출","불검출","적합"
"24","활장어(먹장어)","후쿠오카현","2015-7-29","1,627","불검출","불검출","적합"
"25","활장어(먹장어)","후쿠오카현","2015-7-29","2,748","불검출","불검출","적합"
"26","활가리비","홋카이도","2015-7-29","6,988","불검출","불검출","적합"
