"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","46건","-","-","155,405","-","-","-"
"1","활우렁쉥이","홋카이도","2014-11-25","9,102","불검출","불검출","적합"
"2","활가리비","홋카이도","2014-11-25","7,000","불검출","불검출","적합"
"3","활가리비","홋카이도","2014-11-25","6,500","불검출","불검출","적합"
"4","활가리비","홋카이도","2014-11-25","6,500","불검출","불검출","적합"
"5","활가리비","홋카이도","2014-11-25","15,000","불검출","불검출","적합"
"6","활우렁쉥이","홋카이도","2014-11-25","10,019","불검출","불검출","적합"
"7","활가리비","홋카이도","2014-11-25","492","불검출","불검출","적합"
"8","냉장돔(황돔)","나가사키현","2014-11-25","72","불검출","불검출","적합"
"9","냉장돔(황돔)","후쿠오카현","2014-11-25","28","불검출","불검출","적합"
"10","냉장돔(황돔)","후쿠오카현","2014-11-25","110","불검출","불검출","적합"
"11","냉장갈치","오이타현","2014-11-25","635","불검출","불검출","적합"
"12","냉장돔(참돔)","후쿠오카현","2014-11-25","1,025","불검출","불검출","적합"
"13","냉장갈치","야마구치현","2014-11-25","795","불검출","불검출","적합"
"14","냉장돔(참돔)","야마구치현","2014-11-25","665","불검출","불검출","적합"
"15","냉장민어(수조기)","야마구치현","2014-11-25","102","불검출","불검출","적합"
"16","냉장가오리","야마구치현","2014-11-25","190","불검출","불검출","적합"
"17","냉장갈치","오이타현","2014-11-25","3,304","불검출","불검출","적합"
"18","냉장홍어","야마구치현","2014-11-25","260","불검출","불검출","적합"
"19","냉장갈치","오이타현","2014-11-25","985","불검출","불검출","적합"
"20","냉장가오리","에히메현","2014-11-25","1,250","불검출","불검출","적합"
"21","냉장홍어","홋카이도","2014-11-25","379","불검출","불검출","적합"
"22","냉장홍어","홋카이도","2014-11-25","980","불검출","불검출","적합"
"23","냉장명태","홋카이도","2014-11-25","6,900","불검출","불검출","적합"
"24","냉장갈치","오이타현","2014-11-25","2,700","불검출","불검출","적합"
"25","활우렁쉥이","홋카이도","2014-11-25","8,650","불검출","불검출","적합"
"26","활우렁쉥이","홋카이도","2014-11-25","9,594","불검출","불검출","적합"
