"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","27건","-","-","96,899","-","-","-"
"1","활돔(참돔)","구마모토현","2014-11-24","5,855","불검출","불검출","적합"
"2","활돔(참돔)","에히메현","2014-11-24","3,120","불검출","불검출","적합"
"3","활돔(참돔)","에히메현","2014-11-24","2,966","불검출","불검출","적합"
"4","활돔(참돔)","에히메현","2014-11-24","13,761","불검출","불검출","적합"
"5","활가리비","홋카이도","2014-11-24","6,500","불검출","불검출","적합"
"6","활가리비","홋카이도","2014-11-24","6,776","불검출","불검출","적합"
"7","냉장명태","홋카이도","2014-11-24","5,630","불검출","불검출","적합"
"8","냉장홍어","홋카이도","2014-11-24","550","불검출","불검출","적합"
"9","냉장명태","홋카이도","2014-11-24","4,000","불검출","불검출","적합"
"10","활가리비","홋카이도","2014-11-24","6,974","불검출","불검출","적합"
"11","활돔(벵에돔)","사가현","2014-11-24","1,463","불검출","불검출","적합"
"12","냉장갈치","오이타현","2014-11-24","820","불검출","불검출","적합"
"13","냉장갈치","야마구치현","2014-11-24","455","불검출","불검출","적합"
"14","냉장명태","홋카이도","2014-11-24","13,300","불검출","불검출","적합"
"15","냉장갈치","오이타현","2014-11-24","2,232","불검출","불검출","적합"
"16","냉장홍어","홋카이도","2014-11-24","1,253","불검출","불검출","적합"
"17","냉장갈치","오이타현","2014-11-24","1,805","불검출","불검출","적합"
"18","냉장준치","구마모토현","2014-11-24","392","불검출","불검출","적합"
"19","냉장갈치","에히메현","2014-11-24","222","불검출","불검출","적합"
"20","냉장갈치","오이타현","2014-11-24","620","불검출","불검출","적합"
"21","냉장갈치","오이타현","2014-11-24","1,780","불검출","불검출","적합"
"22","냉장갈치","후쿠오카현","2014-11-24","354","불검출","불검출","적합"
"23","냉장민어(수조기)","가가와현","2014-11-24","23","불검출","불검출","적합"
"24","냉장명태","홋카이도","2014-11-24","4,170","불검출","불검출","적합"
"25","냉장명태","홋카이도","2014-11-24","4,170","불검출","불검출","적합"
"26","냉장돔(참돔)","후쿠오카현","2014-11-24","250","불검출","불검출","적합"
"27","활가리비","홋카이도","2014-11-24","7,458","불검출","불검출","적합"
