"순번","품
목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"합계","","-","-","127,130","-","-","-"
"1","활돔 돌돔(
)","미에현","2016-03-22","1,395","불검출","불검출","적합"
"2","활해삼","아이치현","2016-03-22","189","불검출","불검출","적합"
"3","활가리비","홋카이도","2016-03-22","6,500","불검출","불검출","적합"
"4","활가리비","홋카이도","2016-03-22","6,500","불검출","불검출","적합"
"5","활가리비","홋카이도","2016-03-22","6,500","불검출","불검출","적합"
"6","활가리비","홋카이도","2016-03-22","6,500","불검출","불검출","적합"
"7","활가리비","홋카이도","2016-03-22","14,040","불검출","불검출","적합"
"8","냉동다랑어 눈다(
랑어 횟감
,F,
)","대서양","2016-03-22","906","불검출","불검출","적합"
"9","냉동갈치","가고시마현","2016-03-22","143","불검출","불검출","적합"
"10","냉동갈치","오이타현","2016-03-22","5,416","불검출","불검출","적합"
"11","냉동갈치","히로시마현","2016-03-22","670","불검출","불검출","적합"
"12","냉동갈치","효고현","2016-03-22","113","불검출","불검출","적합"
"13","활가리비","홋카이도","2016-03-22","6,967","불검출","불검출","적합"
"14","냉장갈치","와카야마현","2016-03-22","1,248","불검출","불검출","적합"
"15","냉장명태","홋카이도","2016-03-22","1,992","불검출","불검출","적합"
"16","냉장홍어","홋카이도","2016-03-22","2,323","불검출","불검출","적합"
