"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"합계","","101","","223,228","","",""
"1","소르비탄지방산에
스테르","와카야마현","2015-09-20","51","불검출","불검출","적합"
"2","국수","아키타현","2016-01-26","810","불검출","불검출","적합"
"3","청주","나라현","2016-02-24","43.2","불검출","불검출","적합"
"4","청주","돗토리현","2016-02-27","108","불검출","불검출","적합"
"5","청주","돗토리현","2016-03-01","129.6","불검출","불검출","적합"
"6","청주","돗토리현","2016-03-02","86.4","불검출","불검출","적합"
"7","빵류(그외 빵류)","오사카부","2016-03-04","90","불검출","불검출","적합"
"8","과자(쿠키)","오사카부","2016-03-05","216","불검출","불검출","적합"
"9","과자(비스킷)","이바라키현","2016-02-22","190.8","불검출","불검출","적합"
"10","과자(비스킷)","이바라키현","2016-02-16","145.8","불검출","불검출","적합"
"11","소스류","기후현","2015-11-19","48","불검출","불검출","적합"
"12","양조간장","효고현","2016-02-01","113.83","불검출","불검출","적합"
"13","식초절임","도치기현","2016-02-27","57.6","불검출","불검출","적합"
