"순번","품
목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"합계","","-","-","58,440","-","-","-"
"1","활가리비","홋카이도","2016-03-23","6,500","불검출","불검출","적합"
"2","냉동갈치","구마모토현","2016-03-23","328","불검출","불검출","적합"
"3","활낙지","효고현","2016-03-23","212","불검출","불검출","적합"
"4","냉장명태","홋카이도","2016-03-23","1,132","불검출","불검출","적합"
"5","냉장명태","홋카이도","2016-03-23","8,400","불검출","불검출","적합"
"6","냉장대구","홋카이도","2016-03-23","1,290","불검출","불검출","적합"
"7","냉장명태","홋카이도","2016-03-23","1,184","불검출","불검출","적합"
"8","냉장명태","홋카이도","2016-03-23","4,104","불검출","불검출","적합"
"9","냉동상어 청상아
(
리,F)","태평양","2016-03-23","9,300","불검출","불검출","적합"
"10","냉장대구","홋카이도","2016-03-23","1,300","불검출","불검출","적합"
"11","활장어 먹장어
(
)","나가사키현","2016-03-23","3,085","불검출","불검출","적합"
"12","냉동기름치","태평양","2016-03-23","7,308","불검출","불검출","적합"
"13","냉동기름치","태평양","2016-03-23","13,067","불검출","불검출","적합"
"14","활돔 돌돔(
)","미야자키현","2016-03-23","1,230","불검출","불검출","적합"
