"순번","품목","원산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"합계","","-","-","106,288","-","-","-"
"1","냉동곤이 명태(
)","러시아","2016-03-23","12,240","불검출","불검출","적합"
"2","냉동대구","러시아","2016-03-23","1,095","불검출","불검출","적합"
"3","냉동상어
(
청상아리
,F)","대만","2016-03-23","1,621","불검출","불검출","적합"
"4","냉동다랑어
(
눈다랑어 목살
,
)","대만","2016-03-23","3,154","불검출","불검출","적합"
"5","냉동명태(F)","러시아","2016-03-23","4,500","불검출","불검출","적합"
"6","냉동고등어","중국","2016-03-23","24,000","불검출","불검출","적합"
"7","냉동곤이 대구(
)","러시아","2016-03-23","2,794","불검출","불검출","적합"
"8","냉동곤이 대구(
)","러시아","2016-03-23","234","불검출","불검출","적합"
"9","냉동명태(F)","러시아","2016-03-23","9,400","불검출","불검출","적합"
"10","냉동명태","러시아","2016-03-23","24,000","불검출","불검출","적합"
"11","냉동명태(F)","러시아","2016-03-23","23,250","불검출","불검출","적합"
