"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"17","냉장명태","홋카이도","2016-12-14","2,613","불검출","불검출","적합"
"18","냉장갈치","후쿠오카현","2016-12-14","615","불검출","불검출","적합"
"19","냉장홍어","홋카이도","2016-12-14","2,396","불검출","불검출","적합"
"20","냉장돔(황돔)","야마구치현","2016-12-14","85","불검출","불검출","적합"
"21","냉장가오리","야마구치현","2016-12-14","130","불검출","불검출","적합"
"22","활우렁쉥이","홋카이도","2016-12-14","9,867","불검출","불검출","적합"
"23","활우렁쉥이","홋카이도","2016-12-14","9,252","불검출","불검출","적합"
"24","활장어(먹장어)","나가사키현","2016-12-14","1,025","불검출","불검출","적합"
"25","활우렁쉥이","홋카이도","2016-12-14","6,516","불검출","불검출","적합"
"26","활우렁쉥이","홋카이도","2016-12-14","2,691","불검출","불검출","적합"
"27","활우렁쉥이","홋카이도","2016-12-14","8,583","불검출","불검출","적합"
"28","활바리(자바리)","나가사키현","2016-12-14","305","불검출","불검출","적합"
"29","활게(참게)","후쿠오카현","2016-12-14","500","불검출","불검출","적합"
"30","활돔(벵에돔)","나가사키현","2016-12-14","1,329","불검출","불검출","적합"
