"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"13","당절임","와카야마현","2016-09-13","300","불검출","불검출","적합"
"14","청주","나가노현","2016-09-06","432","불검출","불검출","적합"
"15","캔디류(젤리)","나라현","2016-11-24","1,008","불검출","불검출","적합"
"16","복합조미식품","오사카부","2016-11-02","60","불검출","불검출","적합"
"17","발효식초","도쿄도","2016-11-04","216","불검출","불검출","적합"
"18","청주","군마현","2016-10-12","173","불검출","불검출","적합"
"19","당절임","와카야마현","2016-10-03","240","불검출","불검출","적합"
"20","혼합제제","사이타마현","2016-11-21","100","불검출","불검출","적합"
"21","과자(스낵과자)","나가노현","2016-11-02","2,688","불검출","불검출","적합"
"22","혼합제제","효고현","2016-11-24","17","불검출","불검출","적합"
"23","소주","미야자키현","2016-11-10","54","불검출","불검출","적합"
"24","혼합제제","효고현","2016-11-21","150","불검출","불검출","적합"
"25","식초절임","나가노현","2016-11-21","375","불검출","불검출","적합"
"26","양조간장","효고현","2016-11-10","702","불검출","불검출","적합"
"27","청주","나라현","2016-11-29","86","불검출","불검출","적합"
"28","발효식초","도쿄도","2016-10-27","576","불검출","불검출","적합"
"29","폴리소르베이트80","ETC","2016-10-14","2,016","불검출","불검출","적합"
"30","국수","사이타마현","2016-11-02","1,800","불검출","불검출","적합"
"31","카레","나라현","2016-11-01","600","불검출","불검출","적합"
"32","혼합제제","도쿄도","2016-11-22","30","불검출","불검출","적합"
"33","혼합제제","오사카부","2016-11-17","300","불검출","불검출","적합"
"34","혼합제제","지바현","2016-10-28","300","불검출","불검출","적합"
"35","카레","나라현","2016-10-12","1,000","불검출","불검출","적합"
"36","청주","이바라키현","2016-11-05","363","불검출","불검출","적합"
"37","즉석조리식품","니가타현","2016-10-12","1,040","불검출","불검출","적합"
"38","청주","훗카이도","2016-11-07","346","불검출","불검출","적합"
"39","맥주","ETC","2016-10-31","82,200","불검출","불검출","적합"
"40","유탕면류","기후현","2016-09-27","11","불검출","불검출","적합"
"41","유탕면류","기후현","2016-09-27","11","불검출","불검출","적합"
"42","캔디류(사탕)","아이치현","2016-11-22","1,584","불검출","불검출","적합"
"43","기타가공품","도야마현","2016-05-26","50","불검출","불검출","적합"
"44","과자(웨이퍼)","아이치현","2016-11-17","274","불검출","불검출","적합"
"45","과.채가공품","오카야마현","2016-11-08","393","불검출","불검출","적합"
"46","발효식초","도쿄도","2016-11-14","4,320","불검출","불검출","적합"
