"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"17","냉장명태","홋카이도","2016-12-13","2,278","불검출","불검출","적합"
"18","냉장홍어","홋카이도","2016-12-13","4,183","불검출","불검출","적합"
"19","냉장갈치","후쿠오카현","2016-12-13","1,905","불검출","불검출","적합"
"20","냉장명태","홋카이도","2016-12-13","2,613","불검출","불검출","적합"
"21","냉장갈치","오이타현","2016-12-13","560","불검출","불검출","적합"
"22","냉장가오리","야마구치현","2016-12-13","260","불검출","불검출","적합"
"23","냉장명태","홋카이도","2016-12-13","4,212","불검출","불검출","적합"
"24","냉장명태","홋카이도","2016-12-13","1,500","불검출","불검출","적합"
"25","냉장홍어","홋카이도","2016-12-13","4,673","불검출","불검출","적합"
"26","냉장명태","홋카이도","2016-12-13","4,656","불검출","불검출","적합"
"27","냉장갈치","후쿠오카현","2016-12-13","530","불검출","불검출","적합"
"28","냉장갈치","오이타현","2016-12-13","2,955","불검출","불검출","적합"
"29","냉장갈치","후쿠오카현","2016-12-13","694","불검출","불검출","적합"
"30","냉장갈치","효고현","2016-12-13","2,064","불검출","불검출","적합"
"31","냉장갈치","에히메현","2016-12-13","1,565","불검출","불검출","적합"
"32","냉장가오리","에히메현","2016-12-13","1,160","불검출","불검출","적합"
"33","냉장명태","홋카이도","2016-12-13","4,470","불검출","불검출","적합"
"34","활우렁쉥이","홋카이도","2016-12-13","17,430","불검출","불검출","적합"
