"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","246,801","-","-","-"
"1","활방어","에히메현","2016-12-13","3,197","불검출","불검출","적합"
"2","활방어","에히메현","2016-12-13","13,725","불검출","불검출","적합"
"3","활해삼","홋카이도","2016-12-13","155","불검출","불검출","적합"
"4","활가리비","홋카이도","2016-12-13","8,000","불검출","불검출","적합"
"5","활가리비","홋카이도","2016-12-13","14,400","불검출","불검출","적합"
"6","활가리비","홋카이도","2016-12-13","7,380","불검출","불검출","적합"
"7","활가리비","홋카이도","2016-12-13","7,240","불검출","불검출","적합"
"8","활우렁쉥이","홋카이도","2016-12-13","8,480","불검출","불검출","적합"
"9","활우렁쉥이","홋카이도","2016-12-13","5,510","불검출","불검출","적합"
"10","활우렁쉥이","홋카이도","2016-12-13","4,040","불검출","불검출","적합"
"11","냉장명태","홋카이도","2016-12-13","2,278","불검출","불검출","적합"
"12","활돔(벵에돔)","사가현","2016-12-13","1,378","불검출","불검출","적합"
"13","활꼬막","사가현","2016-12-13","1,160","불검출","불검출","적합"
"14","활꼬막(새꼬막)","사가현","2016-12-13","2,040","불검출","불검출","적합"
"15","냉장명태","홋카이도","2016-12-13","1,200","불검출","불검출","적합"
"16","냉장명태","홋카이도","2016-12-13","1,218","불검출","불검출","적합"
