"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"17","냉장돔(참돔)","야마구치현","2016-12-12","220","불검출","불검출","적합"
"18","냉장명태","홋카이도","2016-12-12","3,913","불검출","불검출","적합"
"19","냉장명태","홋카이도","2016-12-12","2,040","불검출","불검출","적합"
"20","냉장갈치","히로시마현","2016-12-12","890","불검출","불검출","적합"
"21","냉장갈치","오이타현","2016-12-12","1,720","불검출","불검출","적합"
"22","냉장갈치","에히메현","2016-12-12","415","불검출","불검출","적합"
"23","냉장돔(황돔)","야마구치현","2016-12-12","255","불검출","불검출","적합"
"24","냉장민어(수조기)","야마구치현","2016-12-12","90","불검출","불검출","적합"
"25","냉장갈치","후쿠오카현","2016-12-12","1,079","불검출","불검출","적합"
"26","냉장명태","홋카이도","2016-12-12","700","불검출","불검출","적합"
"27","냉장갈치","야마구치현","2016-12-12","560","불검출","불검출","적합"
"28","냉장갈치","오이타현","2016-12-12","480","불검출","불검출","적합"
"29","활장어(먹장어)","홋카이도","2016-12-12","1,982","불검출","불검출","적합"
"30","활돔(벵에돔)","가고시마현","2016-12-12","197","불검출","불검출","적합"
"31","활돔(강담돔)","가고시마현","2016-12-12","290","불검출","불검출","적합"
