"품목","계","","농산물","","가공식품","","건강기능식품","","식품첨가물",""
"접수
일자","건수 중량(㎏) 건수 중량(㎏) 건수 중량(㎏) 건수 중량(㎏) 건수 중량(㎏)","","","","","","","","",""
"합계","258","419,531","6","1674","192","348,089","3","1,106","57","68,663"
"3.31","95","153,439","0","0","78","107,262","3","1,106","14","45,071"
"4.1","86","84,201","0","0","73","79,721","0","0","13","4,481"
"4.2","77","181,891","6","1,674","41","161,106","0","0","30","19,111"
"4.3","","","","","","","","","",""
"4.4","","","","","","","","","",""
