"품목","계","","농산물","","가공식품","","건강기능식품","","식품첨가물",""
"접수
일자","건수 중량(㎏) 건수 중량(㎏) 건수 중량(㎏) 건수 중량(㎏) 건수 중량(㎏)","","","","","","","","",""
"합계","95","153,439","0","0","78","107,262","3","1,106","14","45,071"
"3.31","95","153,439","0","0","78","107,262","3","1,106","14","45,071"
"4.1","","","","","","","","","",""
"4.2","","","","","","","","","",""
"4.3","","","","","","","","","",""
"4.4","","","","","","","","","",""
