"순 번","품목명","제조·생산지","제조일자","중량(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"67","고춧가루","효고현","2014-03-12","100","불검출","불검출","적합"
"68","소스류","야마구치현","2014-01-30","300","불검출","불검출","적합"
"69","기타주류","야마구치현","2014-02-03","600","불검출","불검출","적합"
"70","기타주류","야마구치현","2014-02-04","400","불검출","불검출","적합"
"71","혼합제제","지바현","2014-02-26","30","불검출","불검출","적합"
"72","혼합제제","지바현","2014-03-04","432","불검출","불검출","적합"
"73","혼합제제","지바현","2014-02-21","300","불검출","불검출","적합"
"74","혼합제제","지바현","2014-03-06","60","불검출","불검출","적합"
"75","공액리놀레산","시즈오카현","2014-01-17","736.87","불검출","불검출","적합"
"76","비타민/가르시니아캄보지아껍질추출물","도야마현","2014-01-22","357.42","불검출","불검출","적합"
"77","비타민/루테인","기후현","2013-10-31","11.97","불검출","불검출","적합"
"78","밀가루","후쿠오카현","2014-02-26","2,400","불검출","불검출","적합"
"79","기타가공품","기후현","2014-02-28","20,002","불검출","불검출","적합"
"80","혼합제제","시즈오카현","2014-02-26","500","불검출","불검출","적합"
"81","혼합제제","시즈오카현","2014-02-26","500","불검출","불검출","적합"
"82","볶은커피","지바현","2014-01-24","174.8","불검출","불검출","적합"
"83","볶은커피","지바현","2014-01-28","690","불검출","불검출","적합"
"84","볶은커피","지바현","2013-01-24","174.8","불검출","불검출","적합"
"85","볶은커피","지바현","2014-01-27","460","불검출","불검출","적합"
"86","볶은커피","지바현","2014-01-22","174.8","불검출","불검출","적합"
"87","혼합제제","가나가와현","2014-03-05","4","불검출","불검출","적합"
"88","빙과류","아이치현","2014-02-26","11,910.9","불검출","불검출","적합"
"89","과자(비스킷)","사이타마현","2014-02-12","1,242","불검출","불검출","적합"
"90","초콜릿가공품","사이타마현","2014-02-17","219","불검출","불검출","적합"
"91","밀크초콜릿","사이타마현","2014-02-05","321.6","불검출","불검출","적합"
"92","초콜릿가공품","사이타마현","2014-02-12","255.35","불검출","불검출","적합"
"93","초콜릿가공품","사이타마현","2014-02-11","235.2","불검출","불검출","적합"
"94","초콜릿가공품","사이타마현","2014-02-19","178","불검출","불검출","적합"
"95","초콜릿가공품","사이타마현","2014-02-14","214.4","불검출","불검출","적합"
