"순 번","품목명","제조·생산지","제조일자","중량(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"17","과자(스낵과자)","아이치현","2014-03-13","2,268","불검출","불검출","적합"
"18","과.채주스","도쿠시마현","2013-09-01","432","불검출","불검출","적합"
"19","소스류","가나가와현","2014-02-27","483.75","불검출","불검출","적합"
"20","소스류","가나가와현","2014-02-27","492.75","불검출","불검출","적합"
"21","소스류","가나가와현","2014-03-03","267.75","불검출","불검출","적합"
"22","소스류","가나가와현","2014-02-21","250.2","불검출","불검출","적합"
"23","소스류","가나가와현","2014-02-24","581.68","불검출","불검출","적합"
"24","소스류","후쿠오카현","2014-01-29","350","불검출","불검출","적합"
"25","조미된장","나가노현","2014-03-04","1,200","불검출","불검출","적합"
"26","건어포류","에히메현","2014-02-13","540","불검출","불검출","적합"
"27","침출차","후쿠오카현","2014-02-20","12","불검출","불검출","적합"
"28","침출차","후쿠오카현","2014-02-20","13.5","불검출","불검출","적합"
"29","어묵","사가현","2014-02-01","1,056","불검출","불검출","적합"
"30","어묵","사가현","2014-02-01","600","불검출","불검출","적합"
"31","어묵","사가현","2014-02-01","630","불검출","불검출","적합"
"32","어묵","사가현","2014-02-01","594","불검출","불검출","적합"
"33","어묵","사가현","2014-02-01","1,507","불검출","불검출","적합"
"34","어묵","사가현","2014-02-01","1,080","불검출","불검출","적합"
"35","어묵","사가현","2014-02-01","960","불검출","불검출","적합"
"36","어묵","사가현","2014-02-01","45","불검출","불검출","적합"
"37","가공두부","나가노현","2014-02-12","5,500.95","불검출","불검출","적합"
"38","가공두부","나가노현","2014-02-17","8,266.3","불검출","불검출","적합"
"39","고형차","교토부","2014-03-06","500","불검출","불검출","적합"
"40","과자(스낵과자)","아이치현","2014-01-27","41.6","불검출","불검출","적합"
"41","캔디류(사탕)","도야마현","2014-02-06","278.4","불검출","불검출","적합"
"42","소스류","효고현","2014-02-07","240","불검출","불검출","적합"
"43","곡류가공품","아이치현","2014-01-20","360","불검출","불검출","적합"
"44","기타코코아가공품","시즈오카현","2014-02-14","90","불검출","불검출","적합"
"45","기타코코아가공품","이바라키현","2014-01-20","160","불검출","불검출","적합"
"46","준초콜릿","가나가와현","2014-02-04","120","불검출","불검출","적합"
"47","과자(스낵과자)","이바라키현","2014-02-28","1,285.2","불검출","불검출","적합"
"48","DL-사과산","오사카부","2014-02-14","20,000","불검출","불검출","적합"
"49","코코아분말","가나가와현","2014-02-18","158.4","불검출","불검출","적합"
"50","자당지방산에스테르","미에현","2014-01-21","2,160","불검출","불검출","적합"
"51","자당지방산에스테르","미에현","2014-02-06","2,160","불검출","불검출","적합"
"52","자당지방산에스테르","미에현","2014-01-25","2,880","불검출","불검출","적합"
"53","국수","아이치현","2014-03-03","2,217.6","불검출","불검출","적합"
"54","드레싱","사가현","2014-02-04","3,240","불검출","불검출","적합"
"55","소스류","도치기현","2014-02-04","12,000","불검출","불검출","적합"
"56","청주","효고현","2014-02-10","540","불검출","불검출","적합"
"57","청주","아이치현","2014-02-26","72","불검출","불검출","적합"
"58","청주","아이치현","2014-01-08","1,296","불검출","불검출","적합"
"59","청주","아이치현","2014-03-03","360","불검출","불검출","적합"
"60","캔디류(캐러멜)","군마현","2014-01-08","135.36","불검출","불검출","적합"
"61","혼합제제","시가현","2014-03-14","25","불검출","불검출","적합"
"62","즉석조리식품","가가와현","2014-02-27","4,992","불검출","불검출","적합"
"63","발효식초","나라현","2014-03-06","400","불검출","불검출","적합"
"64","소스류","야마구치현","2013-12-05","300","불검출","불검출","적합"
"65","호박산","효고현","2014-02-02","16,000","불검출","불검출","적합"
"66","고춧가루","효고현","2014-03-12","100","불검출","불검출","적합"
