"순 번","품목명","제조·생산지","제조일자","중량(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"17","국수","사이타마현","2014-03-04","2,400","불검출","불검출","적합"
"18","침출차","후쿠오카현","2014-02-20","6.75","불검출","불검출","적합"
"19","양조간장","지바현","2014-03-03","7,326","불검출","불검출","적합"
"20","양조간장","지바현","2014-03-05","10,103","불검출","불검출","적합"
"21","소스류","지바현","2014-02-28","552","불검출","불검출","적합"
"22","혼합제제","오이타현","2014-02-22","500","불검출","불검출","적합"
"23","소스류","교토부","2014-02-05","428","불검출","불검출","적합"
"24","소스류","교토부","2014-03-07","217","불검출","불검출","적합"
"25","소스류","교토부","2014-02-15","654","불검출","불검출","적합"
"26","소스류","교토부","2014-02-21","4,505","불검출","불검출","적합"
"27","소스류","교토부","2014-02-15","3,770","불검출","불검출","적합"
"28","소스류","교토부","2014-03-07","1,700","불검출","불검출","적합"
"29","소스류","교토부","2014-02-15","3,640","불검출","불검출","적합"
"30","소스류","교토부","2014-03-08","3,400","불검출","불검출","적합"
"31","소스류","교토부","2014-02-18","3,240","불검출","불검출","적합"
"32","소스류","교토부","2014-02-15","1,280","불검출","불검출","적합"
"33","소스류","교토부","2014-02-13","1,000","불검출","불검출","적합"
"34","소스류","교토부","2014-02-27","2,358","불검출","불검출","적합"
"35","소스류","교토부","2014-02-27","1,310","불검출","불검출","적합"
"36","소스류","교토부","2014-03-01","1,280","불검출","불검출","적합"
"37","소스류","교토부","2014-03-06","1,300","불검출","불검출","적합"
"38","소스류","교토부","2014-02-01","135","불검출","불검출","적합"
"39","소스류","교토부","2014-03-05","272","불검출","불검출","적합"
"40","소스류","교토부","2014-03-05","272","불검출","불검출","적합"
"41","소스류","교토부","2014-03-08","120","불검출","불검출","적합"
"42","소주","미야자키현","2014-01-28","216","불검출","불검출","적합"
"43","청주","야마구치현","2014-02-20","432","불검출","불검출","적합"
"44","청주","교토부","2014-02-12","86.4","불검출","불검출","적합"
"45","청주","훗카이도","2013-11-12","972","불검출","불검출","적합"
"46","청주","아이치현","2014-02-20","240","불검출","불검출","적합"
"47","청주","기후현","2014-02-15","172.8","불검출","불검출","적합"
"48","빵류(카스텔라)","사이타마현","2014-01-29","57.6","불검출","불검출","적합"
"49","빵류(카스텔라)","사이타마현","2014-01-29","67.2","불검출","불검출","적합"
"50","리큐르","미에현","2013-12-05","420","불검출","불검출","적합"
"51","빵류(그외 빵류)","가가와현","2014-01-29","80","불검출","불검출","적합"
"52","빵류(카스텔라)","도쿄도","2014-01-29","86.4","불검출","불검출","적합"
"53","빵류(카스텔라)","도쿄도","2014-01-29","86.4","불검출","불검출","적합"
"54","리큐르","시즈오카현","2014-01-14","420","불검출","불검출","적합"
"55","청주","도치기현","2014-02-28","15,876","불검출","불검출","적합"
"56","떡류","군마현","2014-02-07","218.4","불검출","불검출","적합"
"57","떡류","군마현","2014-01-25","546","불검출","불검출","적합"
"58","떡류","군마현","2014-02-07","382.2","불검출","불검출","적합"
"59","떡류","군마현","2014-02-06","327.6","불검출","불검출","적합"
"60","떡류","군마현","2014-01-29","218.4","불검출","불검출","적합"
"61","떡류","군마현","2014-02-03","436.8","불검출","불검출","적합"
"62","떡류","군마현","2014-01-25","327.6","불검출","불검출","적합"
"63","캔디류(사탕)","가나가와현","2013-11-01","105.6","불검출","불검출","적합"
"64","캔디류(젤리)","가나가와현","2014-01-01","252","불검출","불검출","적합"
"65","과자(비스킷)","아이치현","2014-03-13","1,237.5","불검출","불검출","적합"
"66","과자(비스킷)","아이치현","2014-03-13","1,162.5","불검출","불검출","적합"
