"순 번","품목명","제조·생산지","제조일자","중량(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"19","소스류","교토부","2014-04-15","10,179","불검출","불검출","적합"
"20","과자(스낵과자)","효고현","2014-03-20","864","불검출","불검출","적합"
"21","과자(스낵과자)","효고현","2014-04-12","810","불검출","불검출","적합"
"22","과자(스낵과자)","히로시마현","2014-04-21","64","불검출","불검출","적합"
"23","과자(스낵과자)","히로시마현","2014-04-21","64","불검출","불검출","적합"
"24","소스류","에히메현","2014-04-17","3,600","불검출","불검출","적합"
"25","과자(스낵과자)","효고현","2014-04-17","1,080","불검출","불검출","적합"
"26","복합조미식품","사이타마현","2013-10-03","33","불검출","불검출","적합"
"27","혼합제제","오카야마현","2014-04-17","225","불검출","불검출","적합"
"28","맥주","오이타현","2014-03-11","29,040","불검출","불검출","적합"
"29","소스류","오카야마현","2013-09-13","120","불검출","불검출","적합"
"30","소스류","군마현","2014-04-01","840","불검출","불검출","적합"
"31","수산물가공품","아이치현","2014-04-10","8,000","불검출","불검출","적합"
"32","캔디류(사탕)","아이치현","2014-04-15","450","불검출","불검출","적합"
"33","황산알루미늄칼륨","나가노현","2014-04-01","5,000","불검출","불검출","적합"
"34","소스류","시즈오카현","2013-09-13","120","불검출","불검출","적합"
"35","맥주","사이타마현","2014-02-27","256","불검출","불검출","적합"
"36","냉면","구마모토현","2014-04-09","1,800","불검출","불검출","적합"
"37","맥주","사이타마현","2014-03-10","512","불검출","불검출","적합"
"38","국수","아이치현","2014-04-04","2,217.6","불검출","불검출","적합"
"39","alpha-아밀라아제(세균성)","시가현","2014-03-10","593.94","불검출","불검출","적합"
"40","냉면","구마모토현","2014-04-09","3,440","불검출","불검출","적합"
"41","냉면","구마모토현","2014-04-03","288","불검출","불검출","적합"
"42","냉면","구마모토현","2014-03-18","210","불검출","불검출","적합"
"43","국수","구마모토현","2014-02-07","360","불검출","불검출","적합"
"44","냉면","구마모토현","2014-03-25","444","불검출","불검출","적합"
"45","냉면","구마모토현","2014-03-28","444","불검출","불검출","적합"
"46","냉면","구마모토현","2014-03-28","132","불검출","불검출","적합"
"47","소스류","에히메현","2014-03-27","1,620","불검출","불검출","적합"
"48","기타천연착향료","가나가와현","2014-04-14","160","불검출","불검출","적합"
"49","혼합제제","가나가와현","2014-03-31","72","불검출","불검출","적합"
"50","혼합제제","오사카부","2014-04-21","100","불검출","불검출","적합"
"51","혼합제제","오사카부","2014-04-15","1,000","불검출","불검출","적합"
"52","혼합제제","오사카부","2014-04-15","100","불검출","불검출","적합"
"53","소스류","히로시마현","2014-04-14","2,986.2","불검출","불검출","적합"
"54","소스류","히로시마현","2014-03-25","1,188","불검출","불검출","적합"
"55","소스류","히로시마현","2014-03-27","123","불검출","불검출","적합"
"56","기타가공품","도야마현","2014-04-14","265.44","불검출","불검출","적합"
"57","혼합제제","효고현","2014-04-14","5,000","불검출","불검출","적합"
"58","혼합제제","오사카부","2014-04-22","108","불검출","불검출","적합"
"59","혼합제제","도치기현","2014-04-09","150","불검출","불검출","적합"
"60","혼합제제","이바라키현","2014-04-04","300","불검출","불검출","적합"
"61","혼합제제","에히메현","2014-04-25","405","불검출","불검출","적합"
"62","과자(크래커)","니가타현","2014-03-19","129.6","불검출","불검출","적합"
"63","기타가공품","이바라키현","2014-03-28","9,000","불검출","불검출","적합"
"64","복합조미식품","구마모토현","2014-04-23","169.2","불검출","불검출","적합"
"65","캔디류(사탕)","가나가와현","2010-12-03","115.2","불검출","불검출","적합"
"66","캔디류(사탕)","가나가와현","2014-03-24","115.2","불검출","불검출","적합"
"67","초콜릿가공품","가나가와현","2014-03-26","97.6","불검출","불검출","적합"
"68","과자(스낵과자)","사이타마현","2014-03-22","54.4","불검출","불검출","적합"
